read0	RXN-7700
read81	TSA-REDUCT-RXN
read82	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read83	1.1.1.83-RXN
read84	RXN-13158
read85	RXNQT-4178
read86	RXNQT-4174
read87	RXNQT-4171
read88	RXNQT-4168
read89	RXNQT-4165
read90	RXN-14986
read91	ACETOOHBUTREDUCTOISOM-RXN
read92	ACETOLACTREDUCTOISOM-RXN
read93	TARTRATE-DEHYDROGENASE-RXN
read94	RXN-8643
read95	GLYC3PDEHYDROGBIOSYN-RXN
read96	PGLYCDEHYDROG-RXN
read97	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read98	RXN0-6373
read99	GLYC3PDEHYDROG-RXN
read100	RXN-15740
read101	RXN-15745
read102	RXN0-5258-Yeast
read103	RXN0-5260
read104	RXNI-3
read105	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read106	SHIKIMATE-PQQ-RXN
read107	1.1.99.25-RXN
read108	RXN0-7230
read109	CHD-RXN
read110	1.11.1.15-RXN
read111	RXN-8667
read112	CATAL-RXN
read113	RXN66-1
read114	RXN-14189
read115	GLUTATHIONE-PEROXIDASE-RXN
read116	RXN-16322
read117	2-NITROPROPANE-DIOXYGENASE-RXN
read118	RXN0-299
read119	RXN0-7090
read120	R621-RXN
read121	RXN0-2042
read122	1.14.13.59-RXN
read123	RXN0-6973
read124	RXN-13418
read125	RXN0-280
read126	RXN-15341
read127	RXN-13426
read128	RXN-16065
read129	1.14.19.3-RXN
read130	RXN-16132
read131	RXN-17112
read132	SUPEROX-DISMUT-RXN
read133	RXN0-1483
read134	RXN-14014
read135	ADPREDUCT-RXN
read136	RXN0-747
read137	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read138	RXN0-748
read139	UDPREDUCT-RXN
read140	CDPREDUCT-RXN
read141	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read142	GDPREDUCT-RXN
read143	RXN0-722
read144	RXN0-882
read145	RXN-15878
read146	RXN-12104
read147	RXN-17897
read148	1.18.1.2-RXN
read149	RXN-12365
read150	FERREDOXIN--NAD+-REDUCTASE-RXN
read151	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read152	GAPOXNPHOSPHN-RXN
read153	RXN0-5293
read154	RXN-9958
read155	RXN-2902
read156	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read157	RXN-11213
read158	1.2.1.27-RXN
read159	N-ACETYLGLUTPREDUCT-RXN
read160	RXN-15006
read161	PHENDEHYD-RXN
read162	RXN-6002
read163	ALDXANAU-RXN
read164	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read165	RXN0-3962
read166	GLUTSEMIALDEHYDROG-RXN
read167	RXN-1241
read168	GLUTRNAREDUCT-RXN
read169	SUCCGLUALDDEHYD-RXN
read170	SUCCSEMIALDDEHYDROG-RXN
read171	BADH-RXN
read172	RXN-14116
read173	RXNMETA-12672
read174	RXN0-1134
read175	2OXOGLUTDECARB-RXN
read176	RXN-982
read177	DHBDEHYD-RXN
read178	RXN-7911
read179	RXN-7835
read180	RXN-14776
read181	DIENOYLCOAREDUCT-RXN
read182	RXN-14790
read183	RXN-12521
read184	RXN-14715
read185	DIMETHUROPORDEHYDROG-RXN
read186	RXN1G-488
read187	RXN-10657
read188	RXN-11482
read189	RXN-16632
read190	RXN-9663
read191	RXN-9660
read192	RXN-10661
read193	RXN0-2145
read194	RXN-9657
read195	RXN-16620
read196	RXN1G-395
read197	RXN-10062
read198	RXN1G-526
read199	RXN-9661
read200	RXN-9658
read201	RXN-16624
read202	RXN-9558
read203	ENOYL-ACP-REDUCT-NADH-RXN
read204	RXN-9635
read205	RXN-11478
read206	RXN-9662
read207	RXN-16628
read208	RXN-9659
read209	UDPNACETYLMURAMATEDEHYDROG-RXN
read210	RXN-11181
read211	RXN0-1461
read212	RXN-15378
read213	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read214	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read215	RXN-14971
read216	RXN0-6491
read217	RXN0-6554
read218	DIHYDROOROTATE-DEHYDROGENASE-RXN
read219	RXN-14963
read220	R601-RXN
read221	RXN-14970
read222	GLUTAMATESYN-RXN
read223	GLUTAMATE-SYNTHASE-NADH-RXN
read224	1.4.1.21-RXN
read225	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read226	GLUTDEHYD-RXN
read227	L-ASPARTATE-OXID-RXN
read228	PNPOXI-RXN
read229	PMPOXI-RXN
read230	RXN66-546
read231	PYRROLINECARBREDUCT-RXN
read232	1.5.1.20-RXN
read233	RXN-19329
read234	DIHYDROFOLATEREDUCT-RXN
read235	RXN-18357
read236	RXN-12444
read237	METHYLENETHFDEHYDROG-NADP-RXN
read238	RXN0-7008
read239	RXN-14903
read240	PYRNUTRANSHYDROGEN-RXN
read241	NQOR-RXN
read242	RXN-19671
read243	RXN-12303
read244	QOR-RXN
read245	NADH-DEHYDROGENASE-RXN
read246	RXN0-4022
read247	RXN-13854
read248	SULFITE-REDUCT-RXN
read249	RXN-7719
read250	RXN0-1132
read251	RXN-8629
read252	1.8.1.4-RXN
read253	RXN-7716
read254	1.6.4.4-RXN
read255	THIOREDOXIN-REDUCT-NADPH-RXN
read256	RXN-8668
read257	1.8.4.12-RXN
read258	1.8.4.8-RXN
read259	RXN-13403
read260	HOMOCYSMETB12-RXN
read261	HOMOCYSMET-RXN
read262	RXN-12730
read263	RXN-9220
read264	RXN-9366
read265	RXN-11046
read266	RXN-9363
read267	RXN-9205
read268	RXN-19667
read269	RXN-9361
read270	RXN-14177
read271	RXN-9362
read272	RXN-9191
read273	ADOMET-DMK-METHYLTRANSFER-RXN
read274	RXN-11845
read275	RXN-11578
read276	RXN0-6515
read277	RXN-11576
read278	RXN-11574
read279	RXN-11591
read280	RXN-11592
read281	RXN-11633
read282	RXN-11588
read283	RXN-11573
read284	RXN-11601
read285	RXN-11586
read286	RXN-11598
read287	RXN-11475
read288	RXN-11637
read289	RXN-11638
read290	RXN-11866
read291	RXN-11867
read292	RXN-11754
read293	RXN3O-54
read294	RXN-9235
read295	RXN-9242
read296	RXN-14296
read297	RXN-9227
read298	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read299	RXN-11865
read300	RXN-11860
read301	RXN-12160
read302	RXN-9225
read303	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read304	RXN-9233
read305	RXN-9240
read306	RXN-12458
read307	RXN-14517
read308	RXN0-6731
read309	RXN0-6950
read310	RXN0-6998
read311	RXN-14992
read312	RXN0-1241
read313	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read314	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read315	THYMIDYLATESYN-RXN
read316	RXN0-5144
read317	2.1.1.63-RXN
read318	RXN-17824
read319	RXN-9237
read320	RXN-11758
read321	DHHB-METHYLTRANSFER-RXN
read322	2.1.1.64-RXN
read323	RXN-9229
read324	RXN3O-102
read325	RXN-14293
read326	2.1.1.72-RXN
read327	GLYOHMETRANS-RXN
read328	RXN-15635
read329	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read330	GART-RXN
read331	AICARTRANSFORM-RXN
read332	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read333	ASPCARBTRANS-RXN
read334	RXN-8348
read335	1TRANSKETO-RXN
read336	2TRANSKETO-RXN
read337	TRANSALDOL-RXN
read338	ACETOOHBUTSYN-RXN
read339	ACETOLACTSYN-RXN
read340	DXS-RXN
read341	RXN0-6948
read342	N-ACETYLTRANSFER-RXN
read343	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read344	RXN-7561
read345	TETHYDPICSUCC-RXN
read346	RXN0-1133
read347	DIHYDLIPACETRANS-RXN
read348	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read349	RXN-17018
read350	RXN-17016
read351	RXN-17017
read352	RXN-10462
read353	RXN-15045
read354	RXN-13805
read355	RXN-16117
read356	RXN-16024
read357	RXN-1381
read358	2.3.1.157-RXN
read359	METHYLACETOACETYLCOATHIOL-RXN
read360	RXN-17787
read361	RXN-17116
read362	RXN-12561
read363	RXN-10701
read364	RXN-14277
read365	RXN-20153
read366	RXN-14274
read367	RXN-17778
read368	RXN-13617
read369	RXN-17791
read370	RXN-14799
read371	RXN-12565
read372	RXN-16137
read373	RXN-14793
read374	RXN-10699
read375	RXN-17782
read376	RXN-14774
read377	RXN-11246
read378	RXN-17795
read379	RXN-14803
read380	RXN-14268
read381	RXN-19804
read382	KETOACYLCOATHIOL-RXN
read383	RXN-19800
read384	RXN-12751
read385	ACETYL-COA-ACETYLTRANSFER-RXN
read386	RXN-10700
read387	RXN-17799
read388	RXN-12710
read389	RXN-14788
read390	RXN-14394
read391	RXN-9516
read392	RXN-16625
read393	3-OXOACYL-ACP-SYNTH-BASE-RXN
read394	RXN-9531
read395	RXN-10654
read396	RXN1G-460
read397	RXN-11479
read398	RXN-9527
read399	RXN-16615
read400	2.3.1.41-RXN
read401	RXN-9523
read402	RXN-16629
read403	2.3.1.179-RXN
read404	3-OXOACYL-ACP-SYNTH-RXN
read405	RXN-9535
read406	RXN-10658
read407	RXN3O-1803
read408	RXN0-2141
read409	RXN-9539
read410	RXN-16621
read411	RXN-8391
read412	RXN-11474
read413	RXN-13037
read414	RXN0-947
read415	RXN-9382
read416	RXN-10837
read417	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read418	RXN-14570
read419	LAUROYLACYLTRAN-RXN
read420	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read421	SERINE-O-ACETTRAN-RXN
read422	MALONYL-COA-ACP-TRANSACYL-RXN
read423	RXN-9652
read424	RXN-9648
read425	RXN1G-499
read426	RXN-9653
read427	RXN-9650
read428	RXN1G-445
read429	RXN-10059
read430	RXN-9654
read431	RXN-9651
read432	RXN1G-368
read433	RXN-9632
read434	7KAPSYN-RXN
read435	RXN-11484
read436	RXN0-6705
read437	RXN-17015
read438	RXN-17012
read439	RXN-16032
read440	RXN0-5514
read441	RXN-17022
read442	RXN-17019
read443	RXN-1623
read444	RXN-17013
read445	RXN-17009
read446	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read447	RXN-17023
read448	RXN-17020
read449	RXN-17014
read450	RXN-17024
read451	RXN-16076
read452	RXN-17729
read453	RXN-16067
read454	RXN-17010
read455	RXN-16077
read456	RXN-15043
read457	RXN-17011
read458	RXN-16118
read459	RXN-16025
read460	RXN-17008
read461	RXN-17021
read462	RXN-19536
read463	RXN-0
read464	RXN-9939
read465	RXN0-7165
read466	DIAMACTRANS-RXN
read467	SPERMACTRAN-RXN
read468	RXN-12667
read469	RXN0-1147
read470	PHOSACETYLTRANS-RXN
read471	RXN66-336
read472	RXN-6601
read473	GAMMA-GLUTAMYLTRANSFERASE-RXN
read474	RXN-9157
read475	RXN-18092
read476	RXN-17846
read477	RXN-17847
read478	LEUCYLTRANSFERASE-RXN
read479	RXN-17848
read480	CITSYN-RXN
read481	2-ISOPROPYLMALATESYN-RXN
read482	2-METHYLCITRATE-SYNTHASE-RXN
read483	MALSYN-RXN
read484	RXN-11348
read485	2.4.1.129-RXN
read486	RXN-15521
read487	RXN-11291
read488	RXN-11350
read489	RXN-16650
read490	RXN-14712
read491	TREHALOSE6PSYN-RXN
read492	LIPIDADISACCHARIDESYNTH-RXN
read493	NACGLCTRANS-RXN
read494	RXN-11029
read495	RXN-11346
read496	RXN-8976
read497	OROPRIBTRANS-RXN
read498	PRPPAMIDOTRANS-RXN
read499	ATPPHOSPHORIBOSYLTRANS-RXN
read500	PRTRANS-RXN
read501	QUINOPRIBOTRANS-RXN
read502	XANPRIBOSYLTRAN-RXN
read503	RXN0-1321
read504	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
read505	2.7.8.25-RXN
read506	HYPOXANPRIBOSYLTRAN-RXN
read507	GUANPRIBOSYLTRAN-RXN
read508	URACIL-PRIBOSYLTRANS-RXN
read509	KDOTRANS-RXN
read510	KDOTRANS2-RXN
read511	RXN-11323
read512	RXN-11326
read513	RXN-11327
read514	RXN0-1342
read515	GPPSYN-RXN
read516	FPPSYN-RXN
read517	H2PTEROATESYNTH-RXN
read518	RXN-19369
read519	RXN-19339
read520	RXN-19335
read521	RXN-19368
read522	BTUR2-RXN
read523	RXN-15680
read524	RXN-19600
read525	RXN-18407
read526	RXN-19611
read527	RXN-19573
read528	GST-RXN
read529	RXN-11663
read530	GSHTRAN-RXN
read531	RXN-19626
read532	RXN-19601
read533	RXN-13673
read534	RXN-18405
read535	RXNQT-4363
read536	RXN-19610
read537	2.5.1.19-RXN
read538	RXN-12610
read539	RXN-12611
read540	THI-P-SYN-RXN
read541	RXN-8999
read542	2.5.1.39-RXN
read543	RXN-11368
read544	RXN-9003
read545	RXN-9222
read546	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
read547	RXN-9230
read548	RXN-12726
read549	ACSERLY-RXN
read550	DAHPSYN-RXN
read551	KDO-8PSYNTH-RXN
read552	S-ADENMETSYN-RXN
read553	OHMETHYLBILANESYN-RXN
read554	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
read555	QUINOLINATE-SYNTHA-RXN
read556	RXN0-6274
read557	LUMAZINESYN-RXN
read558	RIBOFLAVIN-SYN-RXN
read559	RXN-8992
read560	RXN-11737
read561	RXN-13697
read562	RXN-10814
read563	ASPAMINOTRANS-RXN
read564	RXN-15007
read565	ACETYLORNTRANSAM-RXN
read566	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
read567	SUCCINYLDIAMINOPIMTRANS-RXN
read568	2.6.1.18-RXN
read569	RXN-2901
read570	GABATRANSAM-RXN
read571	RXN-13698
read572	ALANINE-AMINOTRANSFERASE-RXN
read573	2.6.1.37-RXN
read574	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
read575	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
read576	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
read577	PSERTRANSAMPYR-RXN
read578	PSERTRANSAM-RXN
read579	2.6.1.57-RXN
read580	TYROSINE-AMINOTRANSFERASE-RXN
read581	RXN-15200
read582	DAPASYN-RXN
read583	VALINE-PYRUVATE-AMINOTRANSFER-RXN
read584	R101-RXN
read585	SUCCORNTRANSAM-RXN
read586	PABASYN-RXN
read587	HISTAMINOTRANS-RXN
read588	PDXJ-RXN
read589	DIACYLGLYKIN-RXN
read590	GLUCONOKIN-RXN
read591	TETRAACYLDISACC4KIN-RXN
read592	2.7.1.148-RXN
read593	RXN0-4621
read594	NAD-KIN-RXN
read595	DEPHOSPHOCOAKIN-RXN
read596	RIBOFLAVINKIN-RXN
read597	RXN-18510
read598	GLYCEROL-KIN-RXN
read599	GLY3KIN-RXN
read600	PANTOTHENATE-KIN-RXN
read601	HOMOSERKIN-RXN
read602	OHMETPYRKIN-RXN
read603	THIAZOLSYN3-RXN
read604	1PFRUCTPHOSN-RXN
read605	SHIKIMATE-KINASE-RXN
read606	2.7.13.3-RXN
read607	GLUTKIN-RXN
read608	PHOSGLYPHOS-RXN
read609	ASPARTATEKIN-RXN
read610	RXN-15005
read611	ACETYLGLUTKIN-RXN
read612	2.7.3.9-RXN
read613	POLYPHOSPHATE-KINASE-RXN
read614	RXN-7913
read615	RXN-11832
read616	RXN-12002
read617	THI-P-KIN-RXN
read618	ADENYL-KIN-RXN
read619	DADPKIN-RXN
read620	NUCLEOSIDE-DIP-KIN-RXN
read621	UDPKIN-RXN
read622	CDPKIN-RXN
read623	GDPKIN-RXN
read624	DUDPKIN-RXN
read625	RXN-14228
read626	DCDPKIN-RXN
read627	RXN-14120
read628	DTDPKIN-RXN
read629	DGDPKIN-RXN
read630	PYRIMSYN3-RXN
read631	GUANYL-KIN-RXN
read632	DTMPKI-RXN
read633	PRPPSYN-RXN
read634	RXN-15733
read635	H2PTERIDINEPYROPHOSPHOKIN-RXN
read636	GDPPYPHOSKIN-RXN
read637	GTPPYPHOSKIN-RXN
read638	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
read639	FADSYN-RXN
read640	RXN-18511
read641	NAG1P-URIDYLTRANS-RXN
read642	PANTEPADENYLYLTRAN-RXN
read643	CPM-KDOSYNTH-RXN
read644	RXN-12720
read645	SULFATE-ADENYLYLTRANS-RXN
read646	RXN0-5515
read647	CDPDIGLYSYN-RXN
read648	GSADENYLATION-RXN
read649	RXN0-6482
read650	TRNA-NUCLEOTIDYLTRANSFERASE-RXN
read651	RXN0-6481
read652	DHBAMPLIG-RXN
read653	URITRANS-RXN
read654	DNA-DIRECTED-RNA-POLYMERASE-RXN
read655	2.7.7.60-RXN
read656	DNA-DIRECTED-DNA-POLYMERASE-RXN
read657	TRNA-CYTIDYLYLTRANSFERASE-RXN
read658	RXN-16456
read659	RXN-16427
read660	RXN0-262
read661	2.7.7.8-RXN
read662	RXN-14569
read663	GLUC1PURIDYLTRANS-RXN
read664	RXN-8975
read665	PHOSNACMURPENTATRANS-RXN
read666	RXN-11347
read667	PHOSPHAGLYPSYN-RXN
read668	PHOSPHASERSYN-RXN
read669	PEPSYNTH-RXN
read670	THIOSULFATE-SULFURTRANSFERASE-RXN
read671	RXN0-6359
read672	RXN-19040
read673	THIAZOLSYN2-RXN
read674	RXN-18694
read675	RXN-8342
read676	MERCAPYSTRANS-RXN
read677	2.8.1.6-RXN
read678	RXN-9787
read679	RXN-20037
read680	RXN-12588
read681	RXN-14385
read682	RXN-15881
read683	RXN0-949
read684	RXN-14957
read685	RXN-14950
read686	RXN-14959
read687	3-OXOACID-COA-TRANSFERASE-RXN
read688	RXNI-2
read689	RXN0-5063
read690	ARYLESTERASE-RXN
read691	RXN-16637
read692	AMINOCYL-TRNA-HYDROLASE-RXN
read693	RXN-12430
read694	RXN0-6952
read695	PHOSPHOLIPASE-A1-RXN
read696	RXN-16139
read697	RXN-15067
read698	RXN-17736
read699	PHOSPHOLIPASE-A2-RXN
read700	RXN-15068
read701	RXN-15065
read702	RXN0-6725
read703	RXN-16138
read704	RXN-17735
read705	RXN-9868
read706	RXN-9857
read707	CARBOXYMETHYLENEBUTENOLIDASE-RXN
read708	RXN-9890
read709	RXN-9887
read710	DIENELACHYDRO-RXN
read711	RXN-15035
read712	LYSOPHOSPHOLIPASE-RXN
read713	RXN-19312
read714	RXN-11483
read715	3.1.11.2-RXN
read716	RXN0-2605
read717	3.1.11.6-RXN
read718	RXN0-6483
read719	RXN0-6484
read720	3.1.13.5-RXN
read721	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
read722	GLYOXII-RXN
read723	RXN-7919
read724	3.1.22.4-RXN
read725	RXN0-6523
read726	3.1.26.12-RXN
read727	RXN0-6521
read728	RXN0-6478
read729	RXN0-6522
read730	RXN0-6485
read731	3.1.26.3-RXN
read732	3.1.26.4-RXN
read733	RXN0-6480
read734	3.1.26.5-RXN
read735	ALKAPHOSPHA-RXN
read736	RXN-5822
read737	RXN-8748
read738	F16BDEPHOS-RXN
read739	GPH-RXN
read740	RXN-10954
read741	RXN-10949
read742	RXN-7253
read743	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN
read744	RXN0-5408
read745	RXN-10952
read746	RXN-10953
read747	PGPPHOSPHA-RXN
read748	RXN-13313
read749	PSERPHOSPHA-RXN
read750	RXN0-5114
read751	RXN-17730
read752	RXN-16121
read753	RXN-16030
read754	PHOSPHATIDATE-PHOSPHATASE-RXN
read755	KDO-8PPHOSPHAT-RXN
read756	PROTEIN-TYROSINE-PHOSPHATASE-RXN
read757	RXN-7609
read758	RXN-14227
read759	RXN-14025
read760	RXN-14026
read761	5-NUCLEOTID-RXN
read762	AMP-DEPHOSPHORYLATION-RXN
read763	RXN-7607
read764	XMPXAN-RXN
read765	RXN-5841
read766	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
read767	RXN-11277
read768	RXN-17737
read769	RXN-17734
read770	PHOSPHOLIPASE-C-RXN
read771	RXN-17738
read772	RXN-17750
read773	RXN-14073
read774	GLYCPDIESTER-RXN
read775	RXN-14160
read776	RXN-14136
read777	DGTPTRIPHYDRO-RXN
read778	ARYLDIALKYL-PHOSPHATASE-RXN
read779	AMINOPARATHION-PHOSPHATASE-RXN
read780	RXN-8743
read781	ARYLDIALKYLPHOSPHATASE-RXN
read782	RXN-8746
read783	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
read784	3.2.1.17-RXN
read785	3.2.1.52-RXN
read786	RXN-12625
read787	RXN-12626
read788	RXN0-5226
read789	RXN-18082
read790	RXN0-5189
read791	3.2.2.21-RXN
read792	RXN-18435
read793	3.2.2.23-RXN
read794	RXN0-2584
read795	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
read796	ADENOSYLHOMOCYSTEINASE-RXN
read797	ISOCHORMAT-RXN
read798	RXNMETA-12671
read799	3.4.11.1-RXN
read800	3.4.11.2-RXN
read801	RXN-17876
read802	RXN-17873
read803	RXN-17877
read804	RXN-17874
read805	3.4.11.18-RXN
read806	RXN-17878
read807	RXN-17875
read808	3.4.11.9-RXN
read809	3.4.13.19-RXN
read810	RXN66-337
read811	RXN-15682
read812	RXN-19253
read813	RXN-11351
read814	RXN-11065
read815	3.4.16.4-RXN
read816	RXN-16659
read817	RXN-16649
read818	RXN-11302
read819	RXN-19249
read820	RXN-19256
read821	3.4.17.8-RXN
read822	RXN-19578
read823	RXN-19604
read824	RXN-12618
read825	RXN-19574
read826	RXN-19607
read827	RXN-19627
read828	RXN-19602
read829	RXN-13675
read830	RXN-19732
read831	RXN-6641
read832	RXN-19608
read833	RXN-19572
read834	3.4.21.102-RXN
read835	3.4.21.107-RXN
read836	3.4.21.53-RXN
read837	3.4.21.89-RXN
read838	3.4.21.92-RXN
read839	RXN-17362
read840	3.4.23.43-RXN
read841	3.4.24.70-RXN
read842	FORMYLTHFDEFORMYL-RXN
read843	UDPACYLGLCNACDEACETYL-RXN
read844	SUCCDIAMINOPIMDESUCC-RXN
read845	NICOTINAMID-RXN
read846	HIPPURATE-HYDROLASE-RXN
read847	NMNAMIDOHYDRO-RXN
read848	ALLOPHANATE-HYDROLASE-RXN
read849	3.5.1.27-RXN
read850	3.5.1.88-RXN
read851	SUCCGLUDESUCC-RXN
read852	DIHYDROOROT-RXN
read853	BETA-LACTAMASE-RXN
read854	IMIDAZOLONEPROPIONASE-RXN
read855	SUCCARGDIHYDRO-RXN
read856	FORMIMINOGLUTAMASE-RXN
read857	IMPCYCLOHYDROLASE-RXN
read858	RXN-14118
read859	DCTP-DEAM-RXN
read860	GTP-CYCLOHYDRO-I-RXN
read861	HISTCYCLOHYD-RXN
read862	GTP-CYCLOHYDRO-II-RXN
read863	RIBOFLAVINSYNDEAM-RXN
read864	RXN-15261
read865	GUANINE-DEAMINASE-RXN
read866	ADDALT-RXN
read867	ADENODEAMIN-RXN
read868	METHENYLTHFCYCLOHYDRO-RXN
read869	THIAMINASE-RXN
read870	RXN-12613
read871	INORGPYROPHOSPHAT-RXN
read872	EXOPOLYPHOSPHATASE-RXN
read873	RXN0-1441
read874	NADPYROPHOSPHAT-RXN
read875	RXN0-4401
read876	DUTP-PYROP-RXN
read877	UNDECAPRENYL-DIPHOSPHATASE-RXN
read878	HISTPRATPHYD-RXN
read879	PPPGPPHYDRO-RXN
read880	3.6.1.41-RXN
read881	LIPIDXSYNTHESIS-RXN
read882	RXN-11396
read883	RXN0-1603
read884	RXN0-6382
read885	RXN0-1602
read886	ASPDECARBOX-RXN
read887	DIAMINOPIMDECARB-RXN
read888	OROTPDECARB-RXN
read889	PEPCARBOX-RXN
read890	P-PANTOCYSDECARB-RXN
read891	UROGENDECARBOX-RXN
read892	RXN-10642
read893	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
read894	IGPSYN-RXN
read895	PHOSPHASERDECARB-RXN
read896	TARTRATE-DECARBOXYLASE-RXN
read897	4.1.1.86-RXN
read898	F16ALDOLASE-RXN
read899	RXN-19916
read900	RXN-8631
read901	KDPGALDOL-RXN
read902	RXN-10857
read903	H2NEOPTERINALDOL-RXN
read904	RXN0-5507
read905	ISOCIT-CLEAV-RXN
read906	ANTHRANSYN-RXN
read907	METHYLISOCITRATE-LYASE-RXN
read908	ADCLY-RXN
read909	CHORPYRLY-RXN
read910	RXN-13990
read911	DIOHBUTANONEPSYN-RXN
read912	PYRIMSYN1-RXN
read913	RXN-19247
read914	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN
read915	RXN-19244
read916	RXN-19248
read917	RXN-19245
read918	RXN-19025
read919	RXN-19242
read920	RXN-19246
read921	RXN-19026
read922	RXN-19243
read923	CARBODEHYDRAT-RXN
read924	RXN0-5224
read925	3-DEHYDROQUINATE-DEHYDRATASE-RXN
read926	2PGADEHYDRAT-RXN
read927	PGLUCONDEHYDRAT-RXN
read928	GLYOXIII-RXN
read929	RXN-14266
read930	RXN-19802
read931	RXN-10704
read932	RXN-17797
read933	RXN-17475
read934	TIGLYLCOA-HYDROXY-RXN
read935	RXN0-5393
read936	METHYLACYLYLCOA-HYDROXY-RXN
read937	RXN-10705
read938	ENOYL-COA-HYDRAT-RXN
read939	RXN-2425
read940	RXN-17785
read941	RXN-17114
read942	RXN-14272
read943	RXN-16558
read944	RXN-17776
read945	RXN-12567
read946	RXN-17789
read947	RXN-16135
read948	RXN-10697
read949	RXN-17780
read950	RXN-14273
read951	RXN-11244
read952	RXN-17793
read953	RXN-13616
read954	IMIDPHOSDEHYD-RXN
read955	FUMHYDR-RXN
read956	TRYPSYN-RXN
read957	PORPHOBILSYNTH-RXN
read958	RXN-14047
read959	RXN-13163
