"befor 1- and 2-Methylnaphthalene degradation","befor Aminophosphonate metabolism","befor Amyotrophic lateral sclerosis (ALS)","befor Androgen and estrogen metabolism","befor Antigen processing and presentation","befor Apoptosis","befor Biosynthesis of ansamycins","befor Biosynthesis of vancomycin group antibiotics","befor Biotin metabolism","befor Bisphenol A degradation","befor Caprolactam degradation","befor Cyanoamino acid metabolism","befor Cytokine-cytokine receptor interaction","befor D-Alanine metabolism","befor D-Arginine and D-ornithine metabolism","befor Epithelial cell signaling in Helicobacter pylori infection","befor Fluorobenzoate degradation","befor Folate biosynthesis","befor Inositol metabolism","befor Insulin signaling pathway","befor Linoleic acid metabolism","befor Lipoic acid metabolism","befor N-Glycan biosynthesis","befor Neuroactive ligand-receptor interaction","befor Nucleotide excision repair","befor Penicillin and cephalosporin biosynthesis","befor Polyketide sugar unit biosynthesis","befor Prostate cancer","befor Protein export","befor Regulation of actin cytoskeleton","befor Riboflavin metabolism","befor Streptomycin biosynthesis","befor Synthesis and degradation of ketone bodies","befor Terpenoid biosynthesis","befor Tetrachloroethene degradation","befor Tetracycline biosynthesis","befor Type IV secretion system","befor Ubiquitin mediated proteolysis","befor Zeatin biosynthesis","befor beta-Lactam resistance","after 1- and 2-Methylnaphthalene degradation","after Aminophosphonate metabolism","after Amyotrophic lateral sclerosis (ALS)","after Androgen and estrogen metabolism","after Antigen processing and presentation","after Apoptosis","after Biosynthesis of ansamycins","after Biosynthesis of vancomycin group antibiotics","after Biotin metabolism","after Bisphenol A degradation","after Caprolactam degradation","after Cyanoamino acid metabolism","after Cytokine-cytokine receptor interaction","after D-Alanine metabolism","after D-Arginine and D-ornithine metabolism","after Epithelial cell signaling in Helicobacter pylori infection","after Fluorobenzoate degradation","after Folate biosynthesis","after Inositol metabolism","after Insulin signaling pathway","after Linoleic acid metabolism","after Lipoic acid metabolism","after N-Glycan biosynthesis","after Neuroactive ligand-receptor interaction","after Nucleotide excision repair","after Penicillin and cephalosporin biosynthesis","after Polyketide sugar unit biosynthesis","after Prostate cancer","after Protein export","after Regulation of actin cytoskeleton","after Riboflavin metabolism","after Streptomycin biosynthesis","after Synthesis and degradation of ketone bodies","after Terpenoid biosynthesis","after Tetrachloroethene degradation","after Tetracycline biosynthesis","after Type IV secretion system","after Ubiquitin mediated proteolysis","after Zeatin biosynthesis","after beta-Lactam resistance","interaction"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.27,0,0.45,0,0,0,0,0.27,0.27,0,0,0.27,0.36,0,0.27,0,-5.21794474467653
0,0.15,0,0,0.15,0,0.549324324,0.222972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98160228282147
0,0.15,0,0,0.15,0,0.549324324,0.222972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0.63,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.27,0,0.45,0,0,0,0,0.27,0.27,0,0,0.27,0.36,0,0.27,0,2.17619931822588
0,0,0,0,0,0,0.63,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.27,0,0.45,0,0,0,0,0.27,0.27,0,0,0.27,0.36,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10799623986764
0,0,0,0,0,0,0.63,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.27,0,0.45,0,0,0,0,0.27,0.27,0,0,0.27,0.36,0,0.27,0,0,0.15,0,0,0.15,0,0.549324324,0.222972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,6.35580176558388
0,0,0,0,0.15,0,0.72,0.15,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0.15,0,0,0.15,0.15,0.15,0,0,0.15,0,0,0,0,0,0,0,0.174358974,0,0.17,0,0,0,0,0,0.170751547,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,-0.578053262852952
0,0,0,0,0.15,0,0.72,0.15,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0.15,0,0,0.15,0.15,0.15,0,0,0.15,0,0,0,0,0,0,0,0.174358974,0,0.17,0,0,0,0,0,0.170751547,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,-0.361770693900407
0,0,0,0,0,0,0.174358974,0,0.17,0,0,0,0,0,0.170751547,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0.15,0,0.72,0.15,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0.15,0,0,0.15,0.15,0.15,0,0,0.15,0,2.67878703626501
0,0,0,0,0,0,0.174358974,0,0.17,0,0,0,0,0,0.170751547,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0,0,0.174358974,0,0.17,0,0,0,0,0,0.170751547,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,-4.89107481541476
0,0,0,0,0,0,0.174358974,0,0.17,0,0,0,0,0,0.170751547,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0.15,0,0.72,0.15,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0.15,0,0,0.15,0.15,0.15,0,0,0.15,0,2.03989302493228
0,0,0,0,0,0,0.174358974,0,0.17,0,0,0,0,0,0.170751547,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0,0,0.174358974,0,0.17,0,0,0,0,0,0.170751547,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,7.83069882313876
0,0.09,0.09,0,0,0,0.15,0.1,0,0,0,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.14,0,0,0.09,0,0.23,0,0,0,0,0,0.554705882,0.405882353,0.23,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.23,0,0,0.23,0.23,0.23,0,0,0,0,0.23,0,0,0,0.23,0.446470588,0,0.23,0,1.50337173272694
0,0.09,0.09,0,0,0,0.15,0.1,0,0,0,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.14,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.23752530291201
0.23,0,0,0,0,0,0.554705882,0.405882353,0.23,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.23,0,0,0.23,0.23,0.23,0,0,0,0,0.23,0,0,0,0.23,0.446470588,0,0.23,0,0,0.09,0.09,0,0,0,0.15,0.1,0,0,0,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.14,0,0,0.09,0,0.502238632603277
0.23,0,0,0,0,0,0.554705882,0.405882353,0.23,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.23,0,0,0.23,0.23,0.23,0,0,0,0,0.23,0,0,0,0.23,0.446470588,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45986785120677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0.15,0.1,0,0,0,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.14,0,0,0.09,0,1.48281883942448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.554705882,0.405882353,0.23,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.23,0,0,0.23,0.23,0.23,0,0,0,0,0.23,0,0,0,0.23,0.446470588,0,0.23,0,6.1991543253503
0,0,0,0,0.157142857,0,0.689285714,0.189285714,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,1.39073745256042
0,0,0,0,0.157142857,0,0.689285714,0.189285714,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0,0,0.2,0,0.377777778,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,3.09185673104869
0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.157142857,0,0.689285714,0.189285714,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0.656583973412016
0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.2,0,0.377777778,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,-20.6955878354236
0,0,0,0,0.2,0,0.377777778,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0.157142857,0,0.689285714,0.189285714,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,3.25127630509022
0,0,0,0,0.2,0,0.377777778,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,2.40662415494373
