read0	RXN-7700
read76	CHD-RXN
read77	1.11.1.15-RXN
read78	RXN66-1
read79	RXN-14189
read80	CATAL-RXN
read81	GLUTATHIONE-PEROXIDASE-RXN
read82	RXN-8665
read83	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read84	RXN-10815
read85	HOMOGENTISATE-12-DIOXYGENASE-RXN
read86	RXN-16322
read87	2-NITROPROPANE-DIOXYGENASE-RXN
read88	RXN0-2042
read89	RXN-13426
read90	RXN-16065
read91	1.14.19.3-RXN
read92	RXN-16132
read93	RXN-17112
read94	SUPEROX-DISMUT-RXN
read95	RXN0-901
read96	RXN-7682
read97	RXN-14014
read98	ADPREDUCT-RXN
read99	RXN0-747
read100	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read101	RXN0-748
read102	UDPREDUCT-RXN
read103	CDPREDUCT-RXN
read104	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read105	GDPREDUCT-RXN
read106	RXN0-722
read107	RXN0-882
read108	RXN-15878
read109	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read110	GAPOXNPHOSPHN-RXN
read111	RXN0-5293
read112	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read113	RXN-17808
read114	RXN66-3
read115	RXN-16655
read116	RXN-14224
read117	RXN-37
read118	RXN6666-5
read119	RXN-9758
read120	RXN-10780
read121	RXN-10917
read122	R222-RXN
read123	RXN-16656
read124	RXN-14225
read125	RXN-3443
read126	RXN-16653
read127	RXN-10715
read128	RXN-10089
read129	RXN-10912
read130	RXN-4142
read131	RXN66-479
read132	RXN66-476
read133	RXN-14280
read134	RXN-16654
read135	RXN66-472
read136	ALDHDEHYDROG-RXN
read137	N-ACETYLGLUTPREDUCT-RXN
read138	RXN-15006
read139	RXN-6002
read140	ALDXANAU-RXN
read141	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read142	RXN0-3962
read143	GLUTSEMIALDEHYDROG-RXN
read144	GLUTRNAREDUCT-RXN
read145	SUCCSEMIALDDEHYDROG-RXN
read146	RXN-14116
read147	RXN0-1134
read148	2OXOGLUTDECARB-RXN
read149	RXN-11496
read150	RXN-11496-YEAST
read151	RXN-9534
read152	ENOYL-ACP-REDUCT-NADPH-RXN
read153	RXN-9542
read154	RXN-9538
read155	RXN-9515
read156	RXN3O-5293
read157	RXN-9530
read158	RXN-9526
read159	RXN-9521
read160	PREPHENATEDEHYDROG-RXN
read161	RXN1G-488
read162	RXN-10657
read163	RXN-11482
read164	RXN-16632
read165	RXN-9663
read166	RXN-9660
read167	RXN-10661
read168	RXN0-2145
read169	RXN-9657
read170	RXN-16620
read171	RXN1G-395
read172	RXN-10062
read173	RXN1G-526
read174	RXN-9661
read175	RXN-9658
read176	RXN-16624
read177	RXN-9558
read178	ENOYL-ACP-REDUCT-NADH-RXN
read179	RXN-9635
read180	RXN-11478
read181	RXN-9662
read182	RXN-16628
read183	RXN-9659
read184	UDPNACETYLMURAMATEDEHYDROG-RXN
read185	RXN-15378
read186	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read187	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read188	RXN-14971
read189	RXN-14963
read190	R601-RXN
read191	RXN-14970
read192	1.3.99.16-RXN
read193	RXN-12411
read194	RXN-12247
read195	RXN-12410
read196	RXN-12414
read197	ALANINE-DEHYDROGENASE-RXN
read198	GLUTAMATESYN-RXN
read199	GLUTAMATE-SYNTHASE-NADH-RXN
read200	PNPOXI-RXN
read201	PMPOXI-RXN
read202	GCVP-RXN
read203	RXN66-546
read204	PYRROLINECARBREDUCT-RXN
read205	1.5.1.20-RXN
read206	RXN-19329
read207	DIHYDROFOLATEREDUCT-RXN
read208	RXN-18357
read209	METHYLENETHFDEHYDROG-NADP-RXN
read210	NQOR-RXN
read211	RXN-19671
read212	RXN-12303
read213	NADH-DEHYDROGENASE-RXN
read214	RXN-13854
read215	RXN-7719
read216	RXN0-1132
read217	RXN-8629
read218	1.8.1.4-RXN
read219	RXN-7716
read220	THIOREDOXIN-REDUCT-NADPH-RXN
read221	RXN-8668
read222	1.8.4.12-RXN
read223	1.8.4.8-RXN
read224	SULFITE-REDUCTASE-FERREDOXIN-RXN
read225	CYTOCHROME-C-OXIDASE-RXN
read226	RXN-15830
read227	RXN-13403
read228	HOMOCYSMETB12-RXN
read229	RXN-9220
read230	RXN-9366
read231	RXN-11046
read232	RXN-9363
read233	RXN-9205
read234	RXN-19667
read235	RXN-9361
read236	RXN-14177
read237	RXN-9362
read238	RXN-9191
read239	ADOMET-DMK-METHYLTRANSFER-RXN
read240	RXN-11578
read241	RXN-11633
read242	RXN-11588
read243	RXN-11586
read244	RXN-11598
read245	RXN-11637
read246	RXN-11638
read247	RXN-11754
read248	RXN3O-54
read249	RXN-9235
read250	RXN-9242
read251	RXN-14296
read252	RXN-9227
read253	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read254	RXN-12458
read255	RXN-14517
read256	RXN-14992
read257	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read258	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read259	THYMIDYLATESYN-RXN
read260	2.1.1.63-RXN
read261	RXN-17824
read262	2.1.1.72-RXN
read263	2.1.1.77-RXN
read264	GLYOHMETRANS-RXN
read265	GCVT-RXN
read266	RXN-15635
read267	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read268	GART-RXN
read269	AICARTRANSFORM-RXN
read270	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read271	ASPCARBTRANS-RXN
read272	RXN-8348
read273	1TRANSKETO-RXN
read274	2TRANSKETO-RXN
read275	TRANSALDOL-RXN
read276	ACETOOHBUTSYN-RXN
read277	ACETOLACTSYN-RXN
read278	DXS-RXN
read279	2.5.1.64-RXN
read280	RXN0-6948
read281	N-ACETYLTRANSFER-RXN
read282	TETHYDPICSUCC-RXN
read283	RXN0-1133
read284	DIHYDLIPACETRANS-RXN
read285	RXN-17018
read286	RXN-17016
read287	RXN-17017
read288	RXN-10462
read289	RXN-15045
read290	RXN-13805
read291	RXN-16117
read292	RXN-16024
read293	RXN-1381
read294	2.3.1.179-RXN
read295	RXN-8391
read296	2.3.1.180-RXN
read297	RXN-13037
read298	RXN0-947
read299	RXN-9382
read300	RXN-10837
read301	RXN-14570
read302	LAUROYLACYLTRAN-RXN
read303	AKBLIG-RXN
read304	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read305	MALONYL-COA-ACP-TRANSACYL-RXN
read306	7KAPSYN-RXN
read307	RXN-11484
read308	RXN0-6705
read309	RXN-17015
read310	RXN-17012
read311	RXN-16032
read312	RXN0-5514
read313	RXN-17022
read314	RXN-17019
read315	RXN-1623
read316	RXN-17013
read317	RXN-17009
read318	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read319	RXN-17023
read320	RXN-17020
read321	RXN-17014
read322	RXN-17024
read323	RXN-16076
read324	RXN-17729
read325	RXN-16067
read326	RXN-17010
read327	RXN-16077
read328	RXN-15043
read329	RXN-17011
read330	RXN-16118
read331	RXN-16025
read332	RXN-17008
read333	RXN-17021
read334	RXN0-1147
read335	PHOSACETYLTRANS-RXN
read336	ACETYL-COA-ACETYLTRANSFER-RXN
read337	RXN66-336
read338	RXN-6601
read339	GAMMA-GLUTAMYLTRANSFERASE-RXN
read340	RXN-9157
read341	RXN-18092
read342	CITSYN-RXN
read343	2-ISOPROPYLMALATESYN-RXN
read344	RXN-14284
read345	RXN0-5184
read346	RXN-12171
read347	GLYMALTOPHOSPHORYL-RXN
read348	RXN-14353
read349	RXN-14285
read350	RXN0-5182
read351	GLYCOPHOSPHORYL-RXN
read352	RXN-1826
read353	RXN-14286
read354	RXN-9025
read355	RXN-12392
read356	TREHALOSE6PSYN-RXN
read357	RXN-7669
read358	RXN-18777
read359	RXN-7710
read360	RXN-14371
read361	GLYCOGEN-BRANCH-RXN
read362	RXN-14372
read363	GLYCOGENSYN-RXN
read364	NACGLCTRANS-RXN
read365	RXN-11029
read366	RXN-11346
read367	RXN-8976
read368	RXN-16602
read369	2.4.1.83-RXN
read370	DEOXYGUANPHOSPHOR-RXN
read371	XANTHOSINEPHOSPHORY-RXN
read372	DEOXYADENPHOSPHOR-RXN
read373	ADENPHOSPHOR-RXN
read374	RXN0-5199
read375	INOPHOSPHOR-RXN
read376	PNP-RXN
read377	RXN-11743
read378	RXN-7001
read379	RXN-11715
read380	DEOXYINOPHOSPHOR-RXN
read381	RXN-14029
read382	OROPRIBTRANS-RXN
read383	PRPPAMIDOTRANS-RXN
read384	ATPPHOSPHORIBOSYLTRANS-RXN
read385	PRTRANS-RXN
read386	QUINOPRIBOTRANS-RXN
read387	HYPOXANPRIBOSYLTRAN-RXN
read388	GUANPRIBOSYLTRAN-RXN
read389	URACIL-PRIBOSYLTRANS-RXN
read390	H2PTEROATESYNTH-RXN
read391	RXN-19369
read392	RXN-19339
read393	RXN-19335
read394	RXN-19368
read395	BTUR2-RXN
read396	2.5.1.19-RXN
read397	RXN-8999
read398	RXN-12726
read399	ACSERLY-RXN
read400	O-ACETYLHOMOSERINE-THIOL-LYASE-RXN
read401	ACETYLHOMOSER-CYS-RXN
read402	DAHPSYN-RXN
read403	N-ACETYLNEURAMINATE-SYNTHASE-RXN
read404	S-ADENMETSYN-RXN
read405	OHMETHYLBILANESYN-RXN
read406	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
read407	RXN-9204
read408	RXN-9217
read409	RXN-9360
read410	RXN-11047
read411	RXN-9358
read412	RXN-9190
read413	RXN-19668
read414	DMK-RXN
read415	RXN-9365
read416	RXN-9359
read417	RXN0-6274
read418	LUMAZINESYN-RXN
read419	RIBOFLAVIN-SYN-RXN
read420	RXN-11737
read421	RXN-13697
read422	ASPAMINOTRANS-RXN
read423	RXN-15007
read424	ACETYLORNTRANSAM-RXN
read425	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN
read426	ORNITHINE-GLU-AMINOTRANSFERASE-RXN
read427	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
read428	RXN-13698
read429	ALANINE-AMINOTRANSFERASE-RXN
read430	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
read431	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
read432	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
read433	PSERTRANSAMPYR-RXN
read434	PSERTRANSAM-RXN
read435	DAPASYN-RXN
read436	VALINE-PYRUVATE-AMINOTRANSFER-RXN
read437	PABASYN-RXN
read438	HISTAMINOTRANS-RXN
read439	6PFRUCTPHOS-RXN
read440	GLUCONOKIN-RXN
read441	2.7.1.148-RXN
read442	RIBOKIN-RXN
read443	RXN-14223
read444	XYLULOKIN-RXN
read445	GLUCOKIN-RXN
read446	DURIDKI-RXN
read447	THYKI-RXN
read448	NAD-KIN-RXN
read449	DEPHOSPHOCOAKIN-RXN
read450	ADENYLYLSULFKIN-RXN
read451	RIBOFLAVINKIN-RXN
read452	RXN-18510
read453	GLYCEROL-KIN-RXN
read454	GLY3KIN-RXN
read455	PANTOTHENATE-KIN-RXN
read456	HOMOSERKIN-RXN
read457	RXN-19915
read458	FRUCTOKINASE-RXN
read459	RXN-14207
read460	PEPDEPHOS-RXN
read461	RXN-14192
read462	RXN-14117
read463	DEOXYGLUCONOKIN-RXN
read464	URIDINEKIN-RXN
read465	URKI-RXN
read466	GALACTOKIN-RXN
read467	2.7.1.63-RXN
read468	SHIKIMATE-KINASE-RXN
read469	PROTEIN-KINASE-RXN
read470	2.7.13.3-RXN
read471	GLUTKIN-RXN
read472	PHOSGLYPHOS-RXN
read473	ASPARTATEKIN-RXN
read474	RXN-15005
read475	ACETYLGLUTKIN-RXN
read476	POLYPHOSPHATE-KINASE-RXN
read477	RXN-7913
read478	RXN-11832
read479	RXN-12002
read480	THI-P-KIN-RXN
read481	ADENYL-KIN-RXN
read482	DADPKIN-RXN
read483	NUCLEOSIDE-DIP-KIN-RXN
read484	UDPKIN-RXN
read485	CDPKIN-RXN
read486	GDPKIN-RXN
read487	DUDPKIN-RXN
read488	RXN-14228
read489	DCDPKIN-RXN
read490	RXN-14120
read491	DTDPKIN-RXN
read492	DGDPKIN-RXN
read493	GUANYL-KIN-RXN
read494	PRPPSYN-RXN
read495	RXN-15733
read496	H2PTERIDINEPYROPHOSPHOKIN-RXN
read497	GDPPYPHOSKIN-RXN
read498	GTPPYPHOSKIN-RXN
read499	GALACTURIDYLYLTRANS-RXN
read500	2.7.7.13-RXN
read501	NICONUCADENYLYLTRAN-RXN
read502	FADSYN-RXN
read503	RXN-18511
read504	DTDPGLUCOSEPP-RXN
read505	PANTEPADENYLYLTRAN-RXN
read506	RXN-12720
read507	SULFATE-ADENYLYLTRANS-RXN
read508	RXN0-5515
read509	CDPDIGLYSYN-RXN
read510	DNA-DIRECTED-RNA-POLYMERASE-RXN
read511	DNA-DIRECTED-DNA-POLYMERASE-RXN
read512	2.7.7.8-RXN
read513	GLUC1PURIDYLTRANS-RXN
read514	RXN-8975
read515	PHOSNACMURPENTATRANS-RXN
read516	RXN-11347
read517	PHOSPHASERSYN-RXN
read518	PEPSYNTH-RXN
read519	2.7.9.3-RXN
read520	THIOSULFATE-SULFURTRANSFERASE-RXN
read521	RXN0-6359
read522	RXN-19040
read523	RXN-18694
read524	RXN-8342
read525	MERCAPYSTRANS-RXN
read526	2.8.1.6-RXN
read527	RXN-9787
read528	RXN-20037
read529	RXN-12588
read530	RXN-14385
read531	RXN-15881
read532	RXN0-949
read533	RXN-14957
read534	RXN-14950
read535	RXN-14959
read536	3-OXOACID-COA-TRANSFERASE-RXN
read537	RXNI-2
read538	RXN0-5063
read539	RXN-16637
read540	AMINOCYL-TRNA-HYDROLASE-RXN
read541	6PGLUCONOLACT-RXN
read542	RXN-9868
read543	RXN-9857
read544	CARBOXYMETHYLENEBUTENOLIDASE-RXN
read545	RXN-9890
read546	RXN-9887
read547	DIENELACHYDRO-RXN
read548	3.1.11.2-RXN
read549	3.1.11.6-RXN
read550	RXN0-6483
read551	RXN0-6484
read552	3.1.13.5-RXN
read553	3.1.21.3-RXN
read554	3.1.22.4-RXN
read555	3.1.26.11-RXN
read556	3.1.26.3-RXN
read557	3.1.26.4-RXN
read558	RXN0-6480
read559	3.1.26.5-RXN
read560	RXN-5822
read561	F16BDEPHOS-RXN
read562	TREHALOSEPHOSPHA-RXN
read563	RXN1G-1438
read564	RXN1G-1435
read565	RXN1G-1439
read566	RXN1G-1436
read567	RXN1G-1437
read568	HISTIDPHOS-RXN
read569	3.1.3.16-RXN
read570	RXN-10954
read571	RXN-10949
read572	RXN-7253
read573	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN
read574	RXN0-5408
read575	RXN-10952
read576	RXN-10953
read577	PSERPHOSPHA-RXN
read578	RXN0-5114
read579	RXN-7609
read580	RXN-14227
read581	RXN-14025
read582	RXN-14026
read583	5-NUCLEOTID-RXN
read584	AMP-DEPHOSPHORYLATION-RXN
read585	RXN-7607
read586	XMPXAN-RXN
read587	RXN-5841
read588	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
read589	R229-RXN
read590	RXN0-4361
read591	RXN-11365
read592	RXN-14073
read593	GLYCPDIESTER-RXN
read594	RXN-14160
read595	RXN-14136
read596	RXN0-5181
read597	RXN-1823
read598	ALPHA-AMYL-RXN
read599	3.2.1.1-RXN
read600	3.2.1.141-RXN
read601	RXN-14281
read602	MALTODEXGLUCOSID-RXN
read603	RXN-14282
read604	RXN-14283
read605	RXN0-5183
read606	RXN-15910
read607	RXN-10769
read608	RXN18C3-14
read609	RXN-18846
read610	RXN-13602
read611	RXN-10773
read612	RXN-9674
read613	RXN-14179
read614	RXN-13603
read615	RXN-8036
read616	3.2.1.21-RXN
read617	RXN-5341
read618	RXN-12088
read619	ALPHAGALACTOSID-RXN
read620	RXN-17830
read621	RXN-11501
read622	3.2.1.24-RXN
read623	RXN-18913
read624	3.2.1.48-RXN
read625	RXN-9985
read626	3.2.1.52-RXN
read627	RXN-12625
read628	RXN-12626
read629	RXN0-5226
read630	RXN-18082
read631	RXN-19757
read632	3.2.1.55-RXN
read633	RXN-19758
read634	RXN-19769
read635	3.2.1.8-RXN
read636	3.2.2.21-RXN
read637	RXN-18435
read638	3.2.2.23-RXN
read639	RXN0-2584
read640	ADENOSYLHOMOCYSTEINASE-RXN
read641	3.4.11.1-RXN
read642	RXN-17876
read643	RXN-17873
read644	RXN-17877
read645	RXN-17874
read646	3.4.11.18-RXN
read647	RXN-17878
read648	RXN-17875
read649	3.4.11.9-RXN
read650	3.4.13.19-RXN
read651	RXN66-337
read652	RXN-15682
read653	3.4.15.6-RXN
read654	RXN-19253
read655	RXN-11351
read656	RXN-11065
read657	3.4.16.4-RXN
read658	RXN-16659
read659	RXN-16649
read660	RXN-11302
read661	RXN-19249
read662	RXN-19256
read663	3.4.17.8-RXN
read664	RXN-19578
read665	RXN-19604
read666	RXN-12618
read667	RXN-19574
read668	RXN-19607
read669	RXN-19627
read670	RXN-19602
read671	RXN-13675
read672	RXN-19732
read673	RXN-6641
read674	RXN-19608
read675	RXN-19572
read676	3.4.21.89-RXN
read677	3.4.21.92-RXN
read678	RXN-17362
read679	3.4.24.15-RXN
read680	FORMYLTHFDEFORMYL-RXN
read681	RXN-17099
read682	PENICILLIN-AMIDASE-RXN
read683	ACETYLORNDEACET-RXN
read684	RXN-7933
read685	NICOTINAMID-RXN
read686	RXN0-5225
read687	3.4.24.32-RXN
read688	RXN-14267
read689	RXN-16938
read690	GUANIDINOBUTANAMIDE-NH3-RXN
read691	RXN-14727
read692	RXN-14728
read693	AMIDASE-RXN
read694	RXNN-404
read695	RXN-17608
read696	R311-RXN
read697	PYRAZIN-RXN
read698	NMNAMIDOHYDRO-RXN
read699	3.5.1.27-RXN
read700	3.5.1.88-RXN
read701	DIHYDROOROT-RXN
read702	BETA-LACTAMASE-RXN
read703	AGMATIN-RXN
read704	RXN-14129
read705	CYTDEAM-RXN
read706	RXN-14197
read707	IMPCYCLOHYDROLASE-RXN
read708	RXN-14118
read709	DCTP-DEAM-RXN
read710	GTP-CYCLOHYDRO-I-RXN
read711	HISTCYCLOHYD-RXN
read712	GTP-CYCLOHYDRO-II-RXN
read713	RIBOFLAVINSYNDEAM-RXN
read714	RXN-13997
read715	CYTIDEAM2-RXN
read716	CYTIDEAM-RXN
read717	METHENYLTHFCYCLOHYDRO-RXN
read718	GLUCOSAMINE-6-P-DEAMIN-RXN
read719	INORGPYROPHOSPHAT-RXN
read720	EXOPOLYPHOSPHATASE-RXN
read721	RXN0-1441
read722	DUTP-PYROP-RXN
read723	UNDECAPRENYL-DIPHOSPHATASE-RXN
read724	HISTPRATPHYD-RXN
read725	PPPGPPHYDRO-RXN
read726	RXN-11396
read727	RXN0-1603
read728	RXN0-6382
read729	RXN0-1602
read730	FUMARYLACETOACETASE-RXN
read731	3-HYDROXY-KYNURENINASE-RXN
read732	KYNURENINASE-RXN
read733	RXN-15138
read734	2-HALOACID-DEHALOGENASE-RXN
read735	ASPDECARBOX-RXN
read736	DIAMINOPIMDECARB-RXN
read737	OROTPDECARB-RXN
read738	P-PANTOCYSDECARB-RXN
read739	UROGENDECARBOX-RXN
read740	RXN-10642
read741	IGPSYN-RXN
read742	PHOSPHASERDECARB-RXN
read743	F16ALDOLASE-RXN
read744	RXN-19916
read745	RXN-8631
read746	KDPGALDOL-RXN
read747	RXN-10857
read748	H2NEOPTERINALDOL-RXN
read749	DEOXYRIBOSE-P-ALD-RXN
read750	THREONINE-ALDOLASE-RXN
read751	ANTHRANSYN-RXN
read752	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN
read753	RXN-13990
read754	DIOHBUTANONEPSYN-RXN
read755	RXN-19247
read756	DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN
read757	RXN-19244
read758	RXN-19248
read759	RXN-19245
read760	RXN-19025
read761	RXN-19242
read762	RXN-19246
read763	RXN-19026
read764	RXN-19243
read765	CARBODEHYDRAT-RXN
read766	RXN0-5224
read767	3-DEHYDROQUINATE-DEHYDRATASE-RXN
read768	2PGADEHYDRAT-RXN
read769	RXN0-4641
read770	RXN-14266
read771	RXN-19802
read772	RXN-10704
read773	RXN-17797
read774	RXN-17475
read775	TIGLYLCOA-HYDROXY-RXN
read776	RXN0-5393
read777	METHYLACYLYLCOA-HYDROXY-RXN
read778	RXN-10705
read779	ENOYL-COA-HYDRAT-RXN
read780	RXN-2425
read781	RXN-17785
read782	RXN-17114
read783	RXN-14272
read784	RXN-16558
read785	RXN-17776
read786	RXN-12567
read787	RXN-17789
read788	RXN-16135
read789	RXN-10697
read790	RXN-17780
read791	RXN-14273
read792	RXN-11244
read793	RXN-17793
read794	RXN-13616
read795	IMIDPHOSDEHYD-RXN
read796	FUMHYDR-RXN
read797	TRYPSYN-RXN
read798	RXN66-562
read799	RXN-19038
read800	CYSTATHIONINE-BETA-SYNTHASE-RXN
read801	RXN66-534
read802	PORPHOBILSYNTH-RXN
read803	RXN-14047
read804	RXN-13163
read805	R-2-METHYLMALATE-DEHYDRATASE-RXN
read806	MYO-INOSOSE-2-DEHYDRATASE-RXN
read807	DTDPGLUCDEHYDRAT-RXN
read808	PREPHENATEDEHYDRAT-RXN
read809	UROGENIIISYN-RXN
read810	DIHYDROXYISOVALDEHYDRAT-RXN
read811	DIHYDROXYMETVALDEHYDRAT-RXN
read812	RXN-7908
read813	RXN-13908
read814	THRESYN-RXN
read815	3-DEHYDROQUINATE-SYNTHASE-RXN
read816	CHORISMATE-SYNTHASE-RXN
read817	RXN0-2601
read818	4.2.99.18-RXN
read819	4.3.1.17-RXN
read820	THREDEHYD-RXN
read821	ARGSUCCINLYA-RXN
read822	RXN-22
read823	AMPSYN-RXN
read824	AICARSYN-RXN
read825	DIHYDRODIPICSYN-RXN
read826	SELENOCYSTEINE-LYASE-RXN
read827	RXN0-302
read828	PROTOHEMEFERROCHELAT-RXN
read829	ALARACECAT-RXN
read830	GLUTRACE-RXN
read831	DIAMINOPIMEPIM-RXN
read832	RIBULP3EPIM-RXN
read833	DTDPDEHYDRHAMEPIM-RXN
read834	UDPGLUCEPIM-RXN
read835	RXN-13776
read836	ALDOSE1EPIM-RXN
read837	ALDOSE-1-EPIMERASE-RXN
read838	RIBULPEPIM-RXN
read839	METHYLMALONYL-COA-EPIM-RXN
read840	RXN-16391
read841	PEPTIDYLPROLYL-ISOMERASE-RXN
read842	TRIOSEPISOMERIZATION-RXN
read843	RXN0-305
read844	PRAISOM-RXN
read845	RXN0-4301
read846	ARABISOM-RXN
read847	XYLISOM-RXN
read848	GLUCISOM-RXN
read849	RIB5PISOM-RXN
read850	PGLUCISOM-RXN
read851	RXN0-6510
read852	3PGAREARR-RXN
read853	PHOSPHOGLUCMUT-RXN
read854	PHOSMANMUT-RXN
read855	GSAAMINOTRANS-RXN
read856	ISOCHORSYN-RXN
read857	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
read858	RXN0-743
read859	METHYLMALONYL-COA-MUT-RXN
read860	RXN-11836
read861	RXN-11837
read862	RXN-11839
read863	CHORISMATEMUT-RXN
read864	GALPMUT-RXN
read865	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
read866	RXN66-579
read867	TYROSINE--TRNA-LIGASE-RXN
read868	RXN-16165
read869	METHIONINE--TRNA-LIGASE-RXN
read870	RXN0-2161
read871	SERINE--TRNA-LIGASE-RXN
read872	ASPARTATE--TRNA-LIGASE-RXN
read873	GLYCINE--TRNA-LIGASE-RXN
read874	PROLINE--TRNA-LIGASE-RXN
read875	CYSTEINE--TRNA-LIGASE-RXN
read876	GLURS-RXN
read877	ARGININE--TRNA-LIGASE-RXN
read878	TRYPTOPHAN--TRNA-LIGASE-RXN
read879	PHENYLALANINE--TRNA-LIGASE-RXN
read880	HISTIDINE--TRNA-LIGASE-RXN
read881	THREONINE--TRNA-LIGASE-RXN
read882	LEUCINE--TRNA-LIGASE-RXN
read883	ISOLEUCINE--TRNA-LIGASE-RXN
read884	LYSINE--TRNA-LIGASE-RXN
read885	ALANINE--TRNA-LIGASE-RXN
read886	VALINE--TRNA-LIGASE-RXN
read887	RXN-18447
read888	RXN-18448
read889	ACETATE--COA-LIGASE-RXN
read890	RXN-18446
read891	O-SUCCINYLBENZOATE-COA-LIG-RXN
read892	RXN-7614
read893	RXN-9673
read894	RXN66-477
read895	RXN-12978
read896	RXN0-7248
read897	TRANS-RXN0-623
read898	RXN-13290
read899	RXN-13614
read900	RXN-16401
read901	RXN-12184
read902	LINOLENOYL-RXN
read903	RXN-16393
read904	RXN-9644
read905	RXN-19751
read906	RXN0-7238
read907	R223-RXN
read908	RXN-9623
read909	RXN66-483
read910	RXN-16402
read911	RXN-7904
read912	RXN-19960
read913	RXN0-7239
read914	RXN66-469
read915	RXN-16389
read916	RXN66-484
read917	RXN-16380
read918	RXN-16418
read919	RXN66-480
read920	SUCCCOASYN-RXN
read921	GLUTAMINESYN-RXN
read922	PANTOATE-BETA-ALANINE-LIG-RXN
read923	6.3.2.10-RXN
read924	UDP-NACMURALGLDAPAALIG-RXN
read925	DIHYDROFOLATESYNTH-RXN
read926	UDP-NACMURALGLDAPLIG-RXN
read927	FOLYLPOLYGLUTAMATESYNTH-RXN
read928	RXN0-2921
read929	FORMYLTHFGLUSYNTH-RXN
read930	RXN-6341
read931	6.3.2.29-RXN
read932	RXN-13439
read933	6.3.2.30-RXN
read934	RXN-13440
read935	DALADALALIG-RXN
read936	P-PANTOCYSLIG-RXN
read937	SAICARSYN-RXN
