read0	RXN-7700
read79	MALIC-NADP-RXN
read80	ISOCITDEH-RXN
read81	TSA-REDUCT-RXN
read82	1.1.1.83-RXN
read83	RXN-13158
read84	RXNQT-4178
read85	RXNQT-4174
read86	RXNQT-4171
read87	RXNQT-4168
read88	RXNQT-4165
read89	RXN-14986
read90	ACETOOHBUTREDUCTOISOM-RXN
read91	ACETOLACTREDUCTOISOM-RXN
read92	TARTRATE-DEHYDROGENASE-RXN
read93	RXN-8643
read94	GLYC3PDEHYDROGBIOSYN-RXN
read95	PGLYCDEHYDROG-RXN
read96	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read97	RXN0-6373
read98	GLYC3PDEHYDROG-RXN
read99	RXN-15740
read100	RXN-15745
read101	RXN0-5258-Yeast
read102	RXN0-5260
read103	RXNI-3
read104	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read105	RXN0-7230
read106	CHD-RXN
read107	1.11.1.15-RXN
read108	RXN-8667
read109	CATAL-RXN
read110	RXN66-1
read111	RXN-14189
read112	GLUTATHIONE-PEROXIDASE-RXN
read113	CATECHOL-12-DIOXYGENASE-RXN
read114	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read115	RXN-10815
read116	RXN-9731
read117	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read118	RXN-8612
read119	RXN-16322
read120	2-NITROPROPANE-DIOXYGENASE-RXN
read121	RXN0-299
read122	RXN0-7090
read123	1.14.12.1-RXN
read124	BENZOATE-12-DIOXYGENASE-RXN
read125	R621-RXN
read126	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read127	RXN-10891
read128	RXN0-6973
read129	RXN-13418
read130	RXN0-280
read131	RXN-15341
read132	SUPEROX-DISMUT-RXN
read133	RXN0-1483
read134	RXN0-901
read135	RXN-7682
read136	RXN-14014
read137	ADPREDUCT-RXN
read138	RXN0-747
read139	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read140	RXN0-748
read141	UDPREDUCT-RXN
read142	CDPREDUCT-RXN
read143	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read144	GDPREDUCT-RXN
read145	RXN0-722
read146	RXN0-882
read147	RXN-15878
read148	RXN-12104
read149	RUBREDOXIN--NAD+-REDUCTASE-RXN
read150	RXN-17897
read151	1.18.1.2-RXN
read152	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read153	GAPOXNPHOSPHN-RXN
read154	RXN0-5293
read155	RXN-9958
read156	RXN-2902
read157	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read158	RXN-11213
read159	1.2.1.27-RXN
read160	RXN-17808
read161	RXN66-3
read162	RXN-16655
read163	RXN-14224
read164	RXN-37
read165	RXN6666-5
read166	RXN-9758
read167	RXN-10780
read168	RXN-10917
read169	R222-RXN
read170	RXN-16656
read171	RXN-14225
read172	RXN-3443
read173	RXN-16653
read174	RXN-10715
read175	RXN-10089
read176	RXN-10912
read177	RXN-4142
read178	RXN66-479
read179	RXN66-476
read180	RXN-14280
read181	RXN-16654
read182	RXN66-472
read183	ALDHDEHYDROG-RXN
read184	N-ACETYLGLUTPREDUCT-RXN
read185	RXN-15006
read186	PHENDEHYD-RXN
read187	RXN-6002
read188	ALDXANAU-RXN
read189	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read190	RXN0-3962
read191	GLUTSEMIALDEHYDROG-RXN
read192	RXN-1241
read193	GLUTRNAREDUCT-RXN
read194	SUCCGLUALDDEHYD-RXN
read195	SUCCSEMIALDDEHYDROG-RXN
read196	BADH-RXN
read197	RXN-14116
read198	1.2.1.9-RXN
read199	RXN0-1134
read200	2OXOGLUTDECARB-RXN
read201	RXN-982
read202	RXN-9534
read203	RXN-9542
read204	RXN-9538
read205	RXN-9515
read206	RXN3O-5293
read207	RXN-9530
read208	RXN-9526
read209	RXN-9521
read210	TOLUENE-DIOL-DEHYDROGENASE-RXN
read211	1.3.1.19-RXN
read212	1.3.1.29-RXN
read213	RXN-7911
read214	RXN-7835
read215	RXN-14776
read216	DIENOYLCOAREDUCT-RXN
read217	RXN-14790
read218	RXN-12521
read219	RXN-14715
read220	1.3.1.60-RXN
read221	DIMETHUROPORDEHYDROG-RXN
read222	RXN1G-488
read223	RXN-10657
read224	RXN-11482
read225	RXN-16632
read226	RXN-9663
read227	RXN-9660
read228	RXN-10661
read229	RXN0-2145
read230	RXN-9657
read231	RXN-16620
read232	RXN1G-395
read233	RXN-10062
read234	RXN1G-526
read235	RXN-9661
read236	RXN-9658
read237	RXN-16624
read238	RXN-9558
read239	ENOYL-ACP-REDUCT-NADH-RXN
read240	RXN-9635
read241	RXN-11478
read242	RXN-9662
read243	RXN-16628
read244	RXN-9659
read245	UDPNACETYLMURAMATEDEHYDROG-RXN
read246	RXN-11181
read247	RXN0-1461
read248	RXN-15378
read249	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read250	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read251	RXN-14971
read252	RXN0-6491
read253	RXN0-6554
read254	DIHYDROOROTATE-DEHYDROGENASE-RXN
read255	RXN-14963
read256	R601-RXN
read257	RXN-14970
read258	RXN0-2301
read259	GLUTARYL-COA-DEHYDROGENASE-RXN
read260	RXN-14262
read261	RXN-11734
read262	RXN-14278
read263	RXN-14229
read264	RXN-13615
read265	GLUTAMATESYN-RXN
read266	GLUTAMATE-SYNTHASE-NADH-RXN
read267	GLUTDEHYD-RXN
read268	L-ASPARTATE-OXID-RXN
read269	1.4.3.19-RXN
read270	RXN-8672
read271	RXN-17951
read272	RXN-8673
read273	RXN-8674
read274	PNPOXI-RXN
read275	PMPOXI-RXN
read276	RXN66-546
read277	PYRROLINECARBREDUCT-RXN
read278	1.5.1.20-RXN
read279	RXN-19329
read280	DIHYDROFOLATEREDUCT-RXN
read281	RXN-18357
read282	RXN-12444
read283	METHYLENETHFDEHYDROG-NADP-RXN
read284	1.5.5.1-RXN-YEAST
read285	RXN66-550
read286	RXN0-7008
read287	RXN-14903
read288	PYRNUTRANSHYDROGEN-RXN
read289	NQOR-RXN
read290	RXN-19671
read291	RXN-12303
read292	QOR-RXN
read293	NADH-DEHYDROGENASE-RXN
read294	RXN0-4022
read295	RXN-13854
read296	SULFITE-REDUCT-RXN
read297	RXN-7719
read298	RXN0-1132
read299	RXN-8629
read300	1.8.1.4-RXN
read301	RXN-7716
read302	1.6.4.4-RXN
read303	THIOREDOXIN-REDUCT-NADPH-RXN
read304	RXN-8668
read305	1.8.4.12-RXN
read306	1.8.4.8-RXN
read307	RXN-13403
read308	HOMOCYSMETB12-RXN
read309	HOMOCYSMET-RXN
read310	RXN-12730
read311	RXN-9220
read312	RXN-9366
read313	RXN-11046
read314	RXN-9363
read315	RXN-9205
read316	RXN-19667
read317	RXN-9361
read318	RXN-14177
read319	RXN-9362
read320	RXN-9191
read321	ADOMET-DMK-METHYLTRANSFER-RXN
read322	RXN-11845
read323	RXN-11578
read324	RXN0-6515
read325	RXN-11576
read326	RXN-11574
read327	RXN-11591
read328	RXN-11592
read329	RXN-11633
read330	RXN-11588
read331	RXN-11573
read332	RXN-11601
read333	RXN-11586
read334	RXN-11598
read335	RXN-11475
read336	RXN-11637
read337	RXN-11638
read338	GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN
read339	RXN-11866
read340	RXN-11867
read341	RXN-11754
read342	RXN3O-54
read343	RXN-9235
read344	RXN-9242
read345	RXN-14296
read346	RXN-9227
read347	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read348	RXN-11865
read349	RXN-11860
read350	RXN-12160
read351	RXN-9225
read352	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read353	RXN-9233
read354	RXN-9240
read355	RXN-12458
read356	RXN-14517
read357	RXN0-6731
read358	RXN0-6950
read359	RXN0-6998
read360	RXN-14992
read361	RXN0-1241
read362	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read363	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read364	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read365	THYMIDYLATESYN-RXN
read366	RXN0-5144
read367	2.1.1.63-RXN
read368	RXN-17824
read369	RXN-9237
read370	RXN-11758
read371	DHHB-METHYLTRANSFER-RXN
read372	2.1.1.64-RXN
read373	RXN-9229
read374	RXN3O-102
read375	RXN-14293
read376	2.1.1.72-RXN
read377	GLYOHMETRANS-RXN
read378	RXN-15635
read379	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read380	GART-RXN
read381	AICARTRANSFORM-RXN
read382	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read383	ASPCARBTRANS-RXN
read384	RXN-8348
read385	1TRANSKETO-RXN
read386	2TRANSKETO-RXN
read387	TRANSALDOL-RXN
read388	ACETOOHBUTSYN-RXN
read389	ACETOLACTSYN-RXN
read390	DXS-RXN
read391	RXN0-6948
read392	N-ACETYLTRANSFER-RXN
read393	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read394	RXN-7561
read395	TETHYDPICSUCC-RXN
read396	RXN0-1133
read397	DIHYDLIPACETRANS-RXN
read398	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read399	RXN-17018
read400	RXN-17016
read401	RXN-17017
read402	RXN-10462
read403	RXN-15045
read404	RXN-13805
read405	RXN-16117
read406	RXN-16024
read407	RXN-1381
read408	2.3.1.157-RXN
read409	METHYLACETOACETYLCOATHIOL-RXN
read410	RXN-17787
read411	RXN-17116
read412	RXN-12561
read413	RXN-10701
read414	RXN-14277
read415	RXN-20153
read416	RXN-14274
read417	RXN-17778
read418	RXN-13617
read419	RXN-17791
read420	RXN-14799
read421	RXN-12565
read422	RXN-16137
read423	RXN-14793
read424	RXN-10699
read425	RXN-17782
read426	RXN-14774
read427	RXN-11246
read428	RXN-17795
read429	RXN-14803
read430	RXN-14268
read431	RXN-19804
read432	KETOACYLCOATHIOL-RXN
read433	RXN-19800
read434	RXN-12751
read435	ACETYL-COA-ACETYLTRANSFER-RXN
read436	RXN-10700
read437	RXN-17799
read438	RXN-12710
read439	RXN-14788
read440	RXN-14394
read441	RXN-9516
read442	RXN-16625
read443	3-OXOACYL-ACP-SYNTH-BASE-RXN
read444	RXN-9531
read445	RXN-10654
read446	RXN1G-460
read447	RXN-11479
read448	RXN-9527
read449	RXN-16615
read450	2.3.1.41-RXN
read451	RXN-9523
read452	RXN-16629
read453	2.3.1.179-RXN
read454	3-OXOACYL-ACP-SYNTH-RXN
read455	RXN-9535
read456	RXN-10658
read457	RXN3O-1803
read458	RXN0-2141
read459	RXN-9539
read460	RXN-16621
read461	RXN-8391
read462	RXN-11474
read463	RXN-13037
read464	RXN0-947
read465	RXN-9382
read466	RXN-10837
read467	RXN-9729
read468	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read469	RXN-13613
read470	RXN-14570
read471	LAUROYLACYLTRAN-RXN
read472	SERINE-O-ACETTRAN-RXN
read473	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read474	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read475	MALONYL-COA-ACP-TRANSACYL-RXN
read476	RXN-9652
read477	RXN-9648
read478	RXN1G-499
read479	RXN-9653
read480	RXN-9650
read481	RXN1G-445
read482	RXN-10059
read483	RXN-9654
read484	RXN-9651
read485	RXN1G-368
read486	RXN-9632
read487	7KAPSYN-RXN
read488	RXN-11484
read489	RXN0-6705
read490	RXN-17015
read491	RXN-17012
read492	RXN-16032
read493	RXN0-5514
read494	RXN-17022
read495	RXN-17019
read496	RXN-1623
read497	RXN-17013
read498	RXN-17009
read499	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read500	RXN-17023
read501	RXN-17020
read502	RXN-17014
read503	RXN-17024
read504	RXN-16076
read505	RXN-17729
read506	RXN-16067
read507	RXN-17010
read508	RXN-16077
read509	RXN-15043
read510	RXN-17011
read511	RXN-16118
read512	RXN-16025
read513	RXN-17008
read514	RXN-17021
read515	RXN0-1147
read516	PHOSACETYLTRANS-RXN
read517	RXN66-336
read518	RXN-6601
read519	GAMMA-GLUTAMYLTRANSFERASE-RXN
read520	RXN-9157
read521	RXN-18092
read522	RXN-17846
read523	RXN-17847
read524	LEUCYLTRANSFERASE-RXN
read525	RXN-17848
read526	RXN-17890
read527	RXN-17891
read528	RXN-17888
read529	RXN-17889
read530	ARGINYLTRANSFERASE-RXN
read531	CITSYN-RXN
read532	2-ISOPROPYLMALATESYN-RXN
read533	2-METHYLCITRATE-SYNTHASE-RXN
read534	MALSYN-RXN
read535	RXN-11348
read536	2.4.1.129-RXN
read537	RXN-15521
read538	RXN-11291
read539	RXN-11350
read540	RXN-16650
read541	RXN-14712
read542	LIPIDADISACCHARIDESYNTH-RXN
read543	NACGLCTRANS-RXN
read544	RXN-11029
read545	RXN-11346
read546	RXN-8976
read547	OROPRIBTRANS-RXN
read548	PRPPAMIDOTRANS-RXN
read549	ATPPHOSPHORIBOSYLTRANS-RXN
read550	PRTRANS-RXN
read551	QUINOPRIBOTRANS-RXN
read552	RXN-19300
read553	RXN-19301
read554	DMBPPRIBOSYLTRANS-RXN
read555	RXN-19298
read556	RXN-19295
read557	RXN-19316
read558	RXN-19299
read559	RXN-19306
read560	XANPRIBOSYLTRAN-RXN
read561	RXN0-1321
read562	QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN
read563	2.7.8.25-RXN
read564	HYPOXANPRIBOSYLTRAN-RXN
read565	GUANPRIBOSYLTRAN-RXN
read566	URACIL-PRIBOSYLTRANS-RXN
read567	KDOTRANS-RXN
read568	KDOTRANS2-RXN
read569	RXN-11323
read570	RXN-11326
read571	RXN-11327
read572	RXN0-1342
read573	GPPSYN-RXN
read574	FPPSYN-RXN
read575	H2PTEROATESYNTH-RXN
read576	RXN-19369
read577	RXN-19339
read578	RXN-19335
read579	RXN-19368
read580	BTUR2-RXN
read581	RXN-15680
read582	RXN-19600
read583	RXN-18407
read584	RXN-19611
read585	RXN-19573
read586	GST-RXN
read587	RXN-11663
read588	GSHTRAN-RXN
read589	RXN-19626
read590	RXN-19601
read591	RXN-13673
read592	RXN-18405
read593	RXNQT-4363
read594	RXN-19610
read595	2.5.1.19-RXN
read596	RXN-12610
read597	RXN-12611
read598	THI-P-SYN-RXN
read599	RXN-8999
read600	2.5.1.39-RXN
read601	RXN-11368
read602	RXN-9003
read603	RXN-9222
read604	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
read605	RXN-9230
read606	RXN-12726
read607	ACSERLY-RXN
read608	DAHPSYN-RXN
read609	KDO-8PSYNTH-RXN
read610	S-ADENMETSYN-RXN
read611	OHMETHYLBILANESYN-RXN
read612	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
read613	QUINOLINATE-SYNTHA-RXN
read614	RXN0-6274
read615	LUMAZINESYN-RXN
read616	RIBOFLAVIN-SYN-RXN
read617	RXN-8992
read618	RXN-10814
read619	RXN-15007
read620	ACETYLORNTRANSAM-RXN
read621	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
read622	SUCCINYLDIAMINOPIMTRANS-RXN
read623	2.6.1.18-RXN
read624	RXN-2901
read625	GABATRANSAM-RXN
read626	RXN-13698
read627	ALANINE-AMINOTRANSFERASE-RXN
read628	2.6.1.37-RXN
read629	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
read630	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
read631	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
read632	PSERTRANSAMPYR-RXN
read633	PSERTRANSAM-RXN
read634	2.6.1.57-RXN
read635	TYROSINE-AMINOTRANSFERASE-RXN
read636	RXN-15200
read637	DAPASYN-RXN
read638	VALINE-PYRUVATE-AMINOTRANSFER-RXN
read639	R101-RXN
read640	PABASYN-RXN
read641	HISTAMINOTRANS-RXN
read642	PDXJ-RXN
read643	DIACYLGLYKIN-RXN
read644	GLUCONOKIN-RXN
read645	TETRAACYLDISACC4KIN-RXN
read646	2.7.1.148-RXN
read647	RXN-14063
read648	COBINAMIDEKIN-RXN
read649	2.7.1.156-RXN
read650	RXN0-4621
read651	NAD-KIN-RXN
read652	DEPHOSPHOCOAKIN-RXN
read653	RIBOFLAVINKIN-RXN
read654	RXN-18510
read655	GLYCEROL-KIN-RXN
read656	GLY3KIN-RXN
read657	PANTOTHENATE-KIN-RXN
read658	HOMOSERKIN-RXN
read659	OHMETPYRKIN-RXN
read660	1PFRUCTPHOSN-RXN
read661	SHIKIMATE-KINASE-RXN
read662	2.7.13.3-RXN
read663	GLUTKIN-RXN
read664	PHOSGLYPHOS-RXN
read665	ASPARTATEKIN-RXN
read666	RXN-15005
read667	ACETYLGLUTKIN-RXN
read668	2.7.3.9-RXN
read669	POLYPHOSPHATE-KINASE-RXN
read670	RXN-7913
read671	RXN-11832
read672	RXN-12002
read673	THI-P-KIN-RXN
read674	ADENYL-KIN-RXN
read675	DADPKIN-RXN
read676	NUCLEOSIDE-DIP-KIN-RXN
read677	UDPKIN-RXN
read678	CDPKIN-RXN
read679	GDPKIN-RXN
read680	DUDPKIN-RXN
read681	RXN-14228
read682	DCDPKIN-RXN
read683	RXN-14120
read684	DTDPKIN-RXN
read685	DGDPKIN-RXN
read686	PYRIMSYN3-RXN
read687	GUANYL-KIN-RXN
read688	DTMPKI-RXN
read689	PRPPSYN-RXN
read690	RXN-15733
read691	H2PTERIDINEPYROPHOSPHOKIN-RXN
read692	GDPPYPHOSKIN-RXN
read693	GTPPYPHOSKIN-RXN
read694	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
read695	FADSYN-RXN
read696	RXN-18511
read697	NAG1P-URIDYLTRANS-RXN
read698	PANTEPADENYLYLTRAN-RXN
read699	CPM-KDOSYNTH-RXN
read700	RXN-12720
read701	SULFATE-ADENYLYLTRANS-RXN
read702	RXN0-5515
read703	CDPDIGLYSYN-RXN
read704	GSADENYLATION-RXN
read705	RXN0-6482
read706	TRNA-NUCLEOTIDYLTRANSFERASE-RXN
read707	RXN0-6481
read708	URITRANS-RXN
read709	DNA-DIRECTED-RNA-POLYMERASE-RXN
read710	2.7.7.60-RXN
read711	COBINPGUANYLYLTRANS-RXN
read712	RXN-9101
read713	DNA-DIRECTED-DNA-POLYMERASE-RXN
read714	TRNA-CYTIDYLYLTRANSFERASE-RXN
read715	RXN-16456
read716	RXN-16427
read717	RXN0-262
read718	2.7.7.8-RXN
read719	RXN-14569
read720	GLUC1PURIDYLTRANS-RXN
read721	RXN-8975
read722	PHOSNACMURPENTATRANS-RXN
read723	RXN-11347
read724	RXN-19303
read725	RXN-19318
read726	RXN-19297
read727	RXN-19307
read728	RXN-19304
read729	COBALAMIN5PSYN-RXN
read730	RXN-19308
read731	RXN-19305
read732	COBALAMINSYN-RXN
read733	RXN-19302
read734	RXN-19296
read735	PHOSPHAGLYPSYN-RXN
read736	PHOSPHASERSYN-RXN
read737	PEPSYNTH-RXN
read738	THIOSULFATE-SULFURTRANSFERASE-RXN
read739	RXN0-6359
read740	RXN-19040
read741	THIAZOLSYN2-RXN
read742	RXN-18694
read743	RXN-8342
read744	MERCAPYSTRANS-RXN
read745	2.8.1.6-RXN
read746	RXN-9787
read747	RXN-20037
read748	RXN-12588
read749	RXN-14385
read750	RXN-15881
read751	RXN0-949
read752	RXN-14957
read753	RXN-14950
read754	RXN-14959
read755	RXN-8807
read756	3-OXOACID-COA-TRANSFERASE-RXN
read757	RXNI-2
read758	RXN0-5063
read759	RXN0-6366
read760	RXN-10083
read761	3-OXOADIPATE-ENOL-LACTONASE-RXN
read762	RXN-16637
read763	AMINOCYL-TRNA-HYDROLASE-RXN
read764	RXN-12579
read765	RXN-12086
read766	TRIACYLGLYCEROL-LIPASE-RXN
read767	RXN-9868
read768	RXN-9857
read769	CARBOXYMETHYLENEBUTENOLIDASE-RXN
read770	RXN-9890
read771	RXN-9887
read772	DIENELACHYDRO-RXN
read773	RXN-15035
read774	LYSOPHOSPHOLIPASE-RXN
read775	RXN-19312
read776	RXN-11483
read777	3.1.11.2-RXN
read778	RXN0-2605
read779	3.1.11.6-RXN
read780	RXN0-6483
read781	RXN0-6484
read782	3.1.13.5-RXN
read783	S-FORMYLGLUTATHIONE-HYDROLASE-RXN
read784	GLYOXII-RXN
read785	RXN-7919
read786	3.1.22.4-RXN
read787	RXN0-6523
read788	3.1.26.12-RXN
read789	RXN0-6521
read790	RXN0-6478
read791	RXN0-6522
read792	RXN0-6485
read793	3.1.26.3-RXN
read794	3.1.26.4-RXN
read795	RXN0-6480
read796	3.1.26.5-RXN
read797	ALKAPHOSPHA-RXN
read798	RXN-8748
read799	F16BDEPHOS-RXN
read800	GPH-RXN
read801	RXN-10954
read802	RXN-10949
read803	RXN-7253
read804	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN
read805	RXN0-5408
read806	RXN-10952
read807	RXN-10953
read808	PGPPHOSPHA-RXN
read809	RXN-13313
read810	PSERPHOSPHA-RXN
read811	RXN0-5114
read812	KDO-8PPHOSPHAT-RXN
read813	PROTEIN-TYROSINE-PHOSPHATASE-RXN
read814	RXN-7609
read815	RXN-14227
read816	RXN-14025
read817	RXN-14026
read818	5-NUCLEOTID-RXN
read819	AMP-DEPHOSPHORYLATION-RXN
read820	RXN-7607
read821	XMPXAN-RXN
read822	RXN-5841
read823	325-BISPHOSPHATE-NUCLEOTIDASE-RXN
read824	RXN-19322
read825	RXN-19314
read826	RXN-19326
read827	RXN-19323
read828	RXN-19319
read829	RXN-19315
read830	RXN-8770
read831	RXN-19324
read832	RXN-19320
read833	RXN-19313
read834	RXN-16788
read835	RXN-19310
read836	RXN-14073
read837	GLYCPDIESTER-RXN
read838	RXN-14160
read839	RXN-14136
read840	DGTPTRIPHYDRO-RXN
read841	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
read842	3.11.1.2-RXN
read843	3.2.1.52-RXN
read844	RXN-12625
read845	RXN-12626
read846	RXN0-5226
read847	RXN-18082
read848	RXN0-5189
read849	3.2.2.21-RXN
read850	RXN-18435
read851	3.2.2.23-RXN
read852	RXN0-2584
read853	ADENOSYLHOMOCYSTEINASE-RXN
read854	3.4.11.1-RXN
read855	3.4.11.2-RXN
read856	RXN-17876
read857	RXN-17873
read858	RXN-17877
read859	RXN-17874
read860	3.4.11.18-RXN
read861	RXN-17878
read862	RXN-17875
read863	3.4.11.9-RXN
read864	3.4.13.19-RXN
read865	RXN66-337
read866	RXN-15682
read867	RXN-19253
read868	RXN-11351
read869	RXN-11065
read870	3.4.16.4-RXN
read871	RXN-16659
read872	RXN-16649
read873	RXN-11302
read874	RXN-19249
read875	RXN-19256
read876	3.4.17.8-RXN
read877	RXN-19578
read878	RXN-19604
read879	RXN-12618
read880	RXN-19574
read881	RXN-19607
read882	RXN-19627
read883	RXN-19602
read884	RXN-13675
read885	RXN-19732
read886	RXN-6641
read887	RXN-19608
read888	RXN-19572
read889	3.4.21.102-RXN
read890	3.4.21.107-RXN
read891	3.4.21.53-RXN
read892	3.4.21.89-RXN
read893	3.4.21.92-RXN
read894	RXN-17362
read895	3.4.23.43-RXN
read896	3.4.24.70-RXN
read897	ASPARAGHYD-RXN
read898	FORMYLTHFDEFORMYL-RXN
read899	UDPACYLGLCNACDEACETYL-RXN
read900	RXN-17099
read901	PENICILLIN-AMIDASE-RXN
read902	SUCCDIAMINOPIMDESUCC-RXN
read903	NICOTINAMID-RXN
read904	GLUTAMIN-RXN
read905	HIPPURATE-HYDROLASE-RXN
read906	GUANIDINOBUTANAMIDE-NH3-RXN
read907	RXN-14727
read908	RXN-14728
read909	AMIDASE-RXN
read910	RXNN-404
read911	RXN-17608
read912	R311-RXN
read913	PYRAZIN-RXN
read914	NMNAMIDOHYDRO-RXN
read915	UREASE-RXN
read916	ALLOPHANATE-HYDROLASE-RXN
read917	3.5.1.27-RXN
read918	3.5.1.88-RXN
read919	SUCCGLUDESUCC-RXN
read920	3.5.2.17-RXN
read921	DIHYDROOROT-RXN
read922	BETA-LACTAMASE-RXN
read923	IMIDAZOLONEPROPIONASE-RXN
read924	SUCCARGDIHYDRO-RXN
read925	ALLANTOICASE-RXN
read926	FORMIMINOGLUTAMASE-RXN
read927	IMPCYCLOHYDROLASE-RXN
read928	RXN-14118
read929	DCTP-DEAM-RXN
read930	GTP-CYCLOHYDRO-I-RXN
read931	HISTCYCLOHYD-RXN
read932	GTP-CYCLOHYDRO-II-RXN
read933	RIBOFLAVINSYNDEAM-RXN
read934	RXN-15261
read935	GUANINE-DEAMINASE-RXN
read936	ADDALT-RXN
read937	ADENODEAMIN-RXN
read938	METHENYLTHFCYCLOHYDRO-RXN
read939	4.1.99.4-RXN
read940	INORGPYROPHOSPHAT-RXN
read941	EXOPOLYPHOSPHATASE-RXN
read942	RXN0-1441
read943	NADPYROPHOSPHAT-RXN
read944	RXN0-4401
read945	DUTP-PYROP-RXN
read946	UNDECAPRENYL-DIPHOSPHATASE-RXN
read947	HISTPRATPHYD-RXN
read948	PPPGPPHYDRO-RXN
read949	3.6.1.41-RXN
read950	LIPIDXSYNTHESIS-RXN
read951	RXN-11396
read952	RXN-12197
read953	NUCLEOSIDE-DIPHOSPHATASE-RXN
read954	RXN-12198
read955	RXN-14187
read956	RXN0-1603
read957	RXN0-6382
read958	RXN0-1602
read959	FUMARYLACETOACETASE-RXN
read960	DIAMINOPIMDECARB-RXN
read961	OROTPDECARB-RXN
read962	PEPCARBOX-RXN
read963	P-PANTOCYSDECARB-RXN
read964	UROGENDECARBOX-RXN
read965	RXN-10642
read966	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
read967	IGPSYN-RXN
