"befor 1- and 2-Methylnaphthalene degradation","befor Aminophosphonate metabolism","befor Amyotrophic lateral sclerosis (ALS)","befor Androgen and estrogen metabolism","befor Antigen processing and presentation","befor Apoptosis","befor Biosynthesis of ansamycins","befor Biosynthesis of vancomycin group antibiotics","befor Biotin metabolism","befor Bisphenol A degradation","befor Caprolactam degradation","befor Cyanoamino acid metabolism","befor Cytokine-cytokine receptor interaction","befor D-Alanine metabolism","befor D-Arginine and D-ornithine metabolism","befor Epithelial cell signaling in Helicobacter pylori infection","befor Fluorobenzoate degradation","befor Folate biosynthesis","befor Inositol metabolism","befor Insulin signaling pathway","befor Linoleic acid metabolism","befor Lipoic acid metabolism","befor N-Glycan biosynthesis","befor Neuroactive ligand-receptor interaction","befor Nucleotide excision repair","befor Penicillin and cephalosporin biosynthesis","befor Polyketide sugar unit biosynthesis","befor Prostate cancer","befor Protein export","befor Regulation of actin cytoskeleton","befor Riboflavin metabolism","befor Streptomycin biosynthesis","befor Synthesis and degradation of ketone bodies","befor Terpenoid biosynthesis","befor Tetrachloroethene degradation","befor Tetracycline biosynthesis","befor Type IV secretion system","befor Ubiquitin mediated proteolysis","befor Zeatin biosynthesis","befor beta-Lactam resistance","after 1- and 2-Methylnaphthalene degradation","after Aminophosphonate metabolism","after Amyotrophic lateral sclerosis (ALS)","after Androgen and estrogen metabolism","after Antigen processing and presentation","after Apoptosis","after Biosynthesis of ansamycins","after Biosynthesis of vancomycin group antibiotics","after Biotin metabolism","after Bisphenol A degradation","after Caprolactam degradation","after Cyanoamino acid metabolism","after Cytokine-cytokine receptor interaction","after D-Alanine metabolism","after D-Arginine and D-ornithine metabolism","after Epithelial cell signaling in Helicobacter pylori infection","after Fluorobenzoate degradation","after Folate biosynthesis","after Inositol metabolism","after Insulin signaling pathway","after Linoleic acid metabolism","after Lipoic acid metabolism","after N-Glycan biosynthesis","after Neuroactive ligand-receptor interaction","after Nucleotide excision repair","after Penicillin and cephalosporin biosynthesis","after Polyketide sugar unit biosynthesis","after Prostate cancer","after Protein export","after Regulation of actin cytoskeleton","after Riboflavin metabolism","after Streptomycin biosynthesis","after Synthesis and degradation of ketone bodies","after Terpenoid biosynthesis","after Tetrachloroethene degradation","after Tetracycline biosynthesis","after Type IV secretion system","after Ubiquitin mediated proteolysis","after Zeatin biosynthesis","after beta-Lactam resistance","interaction"
0,0,0,0,0.33,0,1.2568085106383,0.505531914893617,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.372127659574468,0,0,0,0,0,0.33,0,0,0.33,0,0,0.33,0,0,0.1,0.1,0,0,0,0.186482939632546,0.125459317585302,0.1,0,0,0,0.1,0.1,0.17007874015748,0,0,0,0,0.1,0,0,0.1,0,0,0,0.11496062992126,0,0,0,0,0,0,0,0,0.100262467191601,0.1,0,0.1,0.1,3.2559838865509
0,0,0,0.19,0.233846153846154,0,0.482307692307692,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.365384615384615,0,0,0.1,0.1,0,0,0,0.186482939632546,0.125459317585302,0.1,0,0,0,0.1,0.1,0.17007874015748,0,0,0,0,0.1,0,0,0.1,0,0,0,0.11496062992126,0,0,0,0,0,0,0,0,0.100262467191601,0.1,0,0.1,0.1,-0.0240239283010076
0,0,0,0.19,0.233846153846154,0,0.482307692307692,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.365384615384615,0,0,0,0,0,0.33,0,1.2568085106383,0.505531914893617,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.372127659574468,0,0,0,0,0,0.33,0,0,0.33,0,0,0.33,0,-5.46607366771061
0,0.1,0.1,0,0,0,0.186482939632546,0.125459317585302,0.1,0,0,0,0.1,0.1,0.17007874015748,0,0,0,0,0.1,0,0,0.1,0,0,0,0.11496062992126,0,0,0,0,0,0,0,0,0.100262467191601,0.1,0,0.1,0.1,0,0,0,0.19,0.233846153846154,0,0.482307692307692,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.365384615384615,0,2.06186989267863
0,0.1,0.1,0,0,0,0.186482939632546,0.125459317585302,0.1,0,0,0,0.1,0.1,0.17007874015748,0,0,0,0,0.1,0,0,0.1,0,0,0,0.11496062992126,0,0,0,0,0,0,0,0,0.100262467191601,0.1,0,0.1,0.1,0,0,0,0,0.33,0,1.2568085106383,0.505531914893617,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.372127659574468,0,0,0,0,0,0.33,0,0,0.33,0,0,0.33,0,10.8382643164072
0,0,0,0,0.33,0,1.2568085106383,0.505531914893617,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.372127659574468,0,0,0,0,0,0.33,0,0,0.33,0,0,0.33,0,0,0,0,0.19,0.233846153846154,0,0.482307692307692,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.365384615384615,0,2.98348415743011
0,0,0,0,0.33,0,1.2568085106383,0.505531914893617,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.372127659574468,0,0,0,0,0,0.33,0,0,0.33,0,0,0.33,0,0,0.1,0.1,0,0,0,0.186482939632546,0.125459317585302,0.1,0,0,0,0.1,0.1,0.17007874015748,0,0,0,0,0.1,0,0,0.1,0,0,0,0.11496062992126,0,0,0,0,0,0,0,0,0.100262467191601,0.1,0,0.1,0.1,3.25598058857534
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0,0.549324324324324,0.222972972972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,0.821942286357564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.27,0,0.45,0,0,0,0,0.27,0.27,0,0,0.27,0.36,0,0.27,0,-5.21794627166616
0,0.15,0,0,0.15,0,0.549324324324324,0.222972972972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9816020366708
0,0.15,0,0,0.15,0,0.549324324324324,0.222972972972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0.63,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.27,0,0.45,0,0,0,0,0.27,0.27,0,0,0.27,0.36,0,0.27,0,2.17619909996156
0,0,0,0,0,0,0.63,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.27,0,0.45,0,0,0,0,0.27,0.27,0,0,0.27,0.36,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10799622921893
0,0,0,0,0,0,0.63,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.27,0,0.45,0,0,0,0,0.27,0.27,0,0,0.27,0.36,0,0.27,0,0,0.15,0,0,0.15,0,0.549324324324324,0.222972972972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,6.35580170951689
0,0,0,0,0.15,0,0.72,0.15,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0.15,0,0,0.15,0.15,0.15,0,0,0.15,0,0,0,0,0,0,0,0.174358974358974,0,0.17,0,0,0,0,0,0.170751547303271,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,-0.578051602983226
0,0,0,0,0.15,0,0.72,0.15,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0.15,0,0,0.15,0.15,0.15,0,0,0.15,0,0,0,0,0,0,0,0.174358974358974,0,0.17,0,0,0,0,0,0.170751547303271,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,-0.361773312425201
0,0,0,0,0,0,0.174358974358974,0,0.17,0,0,0,0,0,0.170751547303271,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0.15,0,0.72,0.15,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0.15,0,0,0.15,0.15,0.15,0,0,0.15,0,2.6787866107213
0,0,0,0,0,0,0.174358974358974,0,0.17,0,0,0,0,0,0.170751547303271,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0,0,0.174358974358974,0,0.17,0,0,0,0,0,0.170751547303271,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,-4.89106987771864
0,0,0,0,0,0,0.174358974358974,0,0.17,0,0,0,0,0,0.170751547303271,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0.15,0,0.72,0.15,0.15,0,0,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0.15,0,0,0.15,0.15,0.15,0,0,0.15,0,2.03988894231167
0,0,0,0,0,0,0.174358974358974,0,0.17,0,0,0,0,0,0.170751547303271,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0,0,0.174358974358974,0,0.17,0,0,0,0,0,0.170751547303271,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0.17,0,7.83071347857213
0,0.09,0.09,0,0,0,0.15,0.1,0,0,0,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.14,0,0,0.09,0,0.23,0,0,0,0,0,0.554705882352941,0.405882352941176,0.23,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.23,0,0,0.23,0.23,0.23,0,0,0,0,0.23,0,0,0,0.23,0.446470588235294,0,0.23,0,1.50337184447279
0,0.09,0.09,0,0,0,0.15,0.1,0,0,0,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.14,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.23752560580725
0.23,0,0,0,0,0,0.554705882352941,0.405882352941176,0.23,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.23,0,0,0.23,0.23,0.23,0,0,0,0,0.23,0,0,0,0.23,0.446470588235294,0,0.23,0,0,0.09,0.09,0,0,0,0.15,0.1,0,0,0,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.14,0,0,0.09,0,0.502246403045728
0.23,0,0,0,0,0,0.554705882352941,0.405882352941176,0.23,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.23,0,0,0.23,0.23,0.23,0,0,0,0,0.23,0,0,0,0.23,0.446470588235294,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45981471991647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0.15,0.1,0,0,0,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.14,0,0,0.09,0,1.48281239741209
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.554705882352941,0.405882352941176,0.23,0,0,0,0,0,0.46,0.23,0,0,0,0,0,0.23,0,0,0.23,0.23,0.23,0,0,0,0,0.23,0,0,0,0.23,0.446470588235294,0,0.23,0,6.19916155012982
0,0,0,0,0.157142857142857,0,0.689285714285714,0.189285714285714,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,1.39073729673347
0,0,0,0,0.157142857142857,0,0.689285714285714,0.189285714285714,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0,0,0.2,0,0.377777777777778,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,3.09185648380192
0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.157142857142857,0,0.689285714285714,0.189285714285714,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0.656579975907508
0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.2,0,0.377777777777778,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,-20.6955830438049
0,0,0,0,0.2,0,0.377777777777778,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0.157142857142857,0,0.689285714285714,0.189285714285714,0.15,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,3.25127574943932
0,0,0,0,0.2,0,0.377777777777778,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,2.40662568501442
0,0,0,0,0.130670103092784,0,0.617835051546392,0.130670103092784,0.13,0.13,0,0,0,0,0,0.13,0,0.13,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0.130670103092784,0,0.13,0,0,0.131340206185567,0,0,0,0,0,0.13,0,0.50859649122807,0.155087719298246,0.13,0,0,0,0,0,0,0.145964912280702,0,0.13,0,0,0,0.13,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0.13,0,-1.34317778603521
0,0,0,0,0.130670103092784,0,0.617835051546392,0.130670103092784,0.13,0.13,0,0,0,0,0,0.13,0,0.13,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0.130670103092784,0,0.13,0,0,0.131340206185567,0,0,0.18,0,0,0.211,0.18,0.381857142857143,0.231428571428571,0.18,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.18,0.18,0.195142857142857,0,0,0.18,0,0,0.18,0,0,0.18,0,0.18,0.18,0,-0.658642353029462
0,0,0,0,0.13,0,0.50859649122807,0.155087719298246,0.13,0,0,0,0,0,0,0.145964912280702,0,0.13,0,0,0,0.13,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0.13,0,0,0,0,0,0.130670103092784,0,0.617835051546392,0.130670103092784,0.13,0.13,0,0,0,0,0,0.13,0,0.13,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0.130670103092784,0,0.13,0,0,0.131340206185567,0,3.34539165572684
0,0,0,0,0.13,0,0.50859649122807,0.155087719298246,0.13,0,0,0,0,0,0,0.145964912280702,0,0.13,0,0,0,0.13,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0.13,0,0,0.18,0,0,0.211,0.18,0.381857142857143,0.231428571428571,0.18,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.18,0.18,0.195142857142857,0,0,0.18,0,0,0.18,0,0,0.18,0,0.18,0.18,0,-15.6500774779942
0,0.18,0,0,0.211,0.18,0.381857142857143,0.231428571428571,0.18,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.18,0.18,0.195142857142857,0,0,0.18,0,0,0.18,0,0,0.18,0,0.18,0.18,0,0,0,0,0,0.130670103092784,0,0.617835051546392,0.130670103092784,0.13,0.13,0,0,0,0,0,0.13,0,0.13,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0.130670103092784,0,0.13,0,0,0.131340206185567,0,5.39761027044253
0,0.18,0,0,0.211,0.18,0.381857142857143,0.231428571428571,0.18,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.18,0.18,0.195142857142857,0,0,0.18,0,0,0.18,0,0,0.18,0,0.18,0.18,0,0,0,0,0,0.13,0,0.50859649122807,0.155087719298246,0.13,0,0,0,0,0,0,0.145964912280702,0,0.13,0,0,0,0.13,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0.13,0,-4.25447754282741
0,0,0,0,0.14,0,0.56,0.14,0.14,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0.14,0,0,0,0,0.14,0,0.14,0,0.14,0,0,0.14,0,0.14,0,0,0.14,0,0,0,0,0,0.5394,0,0.29,0.3074,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3422,0,0,0.29,0.29,0,0,0,0,0,0.29,0,0,0.29,0.3132,0,0.29,0,-1.88154295299806
0,0,0,0,0.14,0,0.56,0.14,0.14,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0.14,0,0,0,0,0.14,0,0.14,0,0.14,0,0,0.14,0,0.14,0,0,0.14,0,0,0.15,0,0,0.15,0,0.549324324324324,0.222972972972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,-0.753414431243679
0,0,0,0,0.5394,0,0.29,0.3074,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3422,0,0,0.29,0.29,0,0,0,0,0,0.29,0,0,0.29,0.3132,0,0.29,0,0,0,0,0,0.14,0,0.56,0.14,0.14,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0.14,0,0,0,0,0.14,0,0.14,0,0.14,0,0,0.14,0,0.14,0,0,0.14,0,3.81970349258158
0,0,0,0,0.5394,0,0.29,0.3074,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3422,0,0,0.29,0.29,0,0,0,0,0,0.29,0,0,0.29,0.3132,0,0.29,0,0,0.15,0,0,0.15,0,0.549324324324324,0.222972972972973,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0,0,0.15,0,0,0,0.15,0,0,0.15,0,-1.17748292888258
